ISO,ID,HORI,TOP,BOT,SAMPLENO,SIO2,AL2O3,FE2O3,CAO,MGO,K2O,NA2O,TIO2,MNO2,P2O5,IGN,TOTAL,RATIOSIAL,RATIOSIFE,RATIOSIR,RATIOALFE,SOELREM,EDITDATE,VERIFIED
"AU",31,9,150,180,"780111",4.6200000000000003e+01,3.3000000000000000e+01,5.9000000000000004e+00,2.9999999999999999e-02,3.2000000000000001e-01,3.4999999999999998e-01,,1.0300000000000000e+00,0.0000000000000000e+00,2.9999999999999999e-02,1.2199999999999999e+01,9.9099999999999994e+01,2.3999999999999999e+00,2.0800000000000001e+01,2.1000000000000001e+00,8.8000000000000007e+00,,"05/02/03 00:00:00","OSP"
"AU",33,1,0,15,"780112",2.6500000000000000e+01,2.9699999999999999e+01,2.1199999999999999e+01,2.9999999999999999e-02,5.1000000000000001e-01,1.7000000000000001e-01,,1.7300000000000000e+00,1.3000000000000000e-01,2.1000000000000001e+00,1.7899999999999999e+01,1.0000000000000000e+02,1.5000000000000000e+00,3.2999999999999998e+00,1.0000000000000000e+00,2.2000000000000002e+00,,"05/02/03 00:00:00","OSP"
"AU",33,2,15,25,"780113",2.7199999999999999e+01,3.1399999999999999e+01,2.1100000000000001e+01,2.0000000000000000e-02,5.0000000000000000e-01,1.3000000000000000e-01,,1.7300000000000000e+00,1.9000000000000000e-01,2.0600000000000001e+00,1.8600000000000001e+01,1.0290000000000001e+02,1.5000000000000000e+00,3.3999999999999999e+00,1.0000000000000000e+00,2.2999999999999998e+00,,"05/02/03 00:00:00","OSP"
"AU",33,3,25,40,"780114",2.6300000000000001e+01,3.2000000000000000e+01,2.1100000000000001e+01,2.0000000000000000e-02,5.1000000000000001e-01,1.4000000000000001e-01,,1.7300000000000000e+00,1.7000000000000001e-01,1.8000000000000000e+00,1.7399999999999999e+01,1.0120000000000000e+02,1.3999999999999999e+00,3.2999999999999998e+00,1.0000000000000000e+00,2.3999999999999999e+00,,"05/02/03 00:00:00","OSP"
"AU",33,4,40,53,"780115",2.5199999999999999e+01,3.1899999999999999e+01,2.0199999999999999e+01,2.0000000000000000e-02,5.2000000000000002e-01,1.7000000000000001e-01,,1.6899999999999999e+00,1.2000000000000000e-01,1.8000000000000000e+00,1.7600000000000001e+01,9.9200000000000003e+01,1.3000000000000000e+00,3.2999999999999998e+00,1.0000000000000000e+00,2.5000000000000000e+00,,"05/02/03 00:00:00","OSP"
"IT",14,3,15,40,"800102",4.2599999999999994e+01,3.0099999999999998e+01,1.0199999999999999e+01,0.0000000000000000e+00,6.9999999999999996e-01,1.2000000000000000e+00,0.0000000000000000e+00,1.0999999999999999e+00,9.9999999999999992e-02,5.0000000000000000e-01,1.3299999999999999e+01,9.9799999999999997e+01,2.3999999999999999e+00,1.1100000000000000e+01,2.0000000000000000e+00,4.5999999999999996e+00,,"06/14/96 00:00:00","OSP"
"IT",14,4,40,60,"800103",4.2099999999999994e+01,3.2000000000000000e+01,8.8999999999999986e+00,0.0000000000000000e+00,5.0000000000000000e-01,7.9999999999999993e-01,0.0000000000000000e+00,8.9999999999999991e-01,9.9999999999999992e-02,2.9999999999999999e-01,1.4100000000000000e+01,9.9699999999999989e+01,2.1999999999999997e+00,1.2600000000000000e+01,1.8999999999999999e+00,5.5999999999999996e+00,,"06/14/96 00:00:00","OSP"
"IT",14,5,60,80,"800104",4.2099999999999994e+01,3.2000000000000000e+01,8.8999999999999986e+00,0.0000000000000000e+00,5.0000000000000000e-01,7.9999999999999993e-01,0.0000000000000000e+00,8.9999999999999991e-01,9.9999999999999992e-02,2.9999999999999999e-01,1.4100000000000000e+01,9.9299999999999997e+01,2.1999999999999997e+00,1.2600000000000000e+01,1.8999999999999999e+00,5.5999999999999996e+00,,"06/14/96 00:00:00","OSP"
"IT",14,6,80,110,"800105",4.2699999999999996e+01,3.1899999999999999e+01,8.8999999999999986e+00,0.0000000000000000e+00,5.0000000000000000e-01,7.9999999999999993e-01,0.0000000000000000e+00,8.9999999999999991e-01,0.0000000000000000e+00,2.9999999999999999e-01,1.3899999999999999e+01,9.9899999999999991e+01,2.2999999999999998e+00,1.2799999999999999e+01,1.8999999999999999e+00,5.6999999999999993e+00,,"06/14/96 00:00:00","OSP"
"IT",14,7,110,140,"800106",4.2699999999999996e+01,3.1899999999999999e+01,8.8999999999999986e+00,0.0000000000000000e+00,5.0000000000000000e-01,7.9999999999999993e-01,0.0000000000000000e+00,8.9999999999999991e-01,0.0000000000000000e+00,2.9999999999999999e-01,1.3899999999999999e+01,9.9899999999999991e+01,2.2999999999999998e+00,1.2600000000000000e+01,1.8999999999999999e+00,5.6999999999999993e+00,,"06/14/96 00:00:00","OSP"
"IT",14,8,140,170,"800107",,,,,,,,,,,,,,,,,,"06/14/96 00:00:00","OSP"
"IT",14,9,170,200,"800108",4.3899999999999999e+01,3.1000000000000000e+01,8.7999999999999989e+00,0.0000000000000000e+00,6.9999999999999996e-01,1.2000000000000000e+00,0.0000000000000000e+00,8.9999999999999991e-01,1.9999999999999998e-01,2.9999999999999999e-01,1.3000000000000000e+01,1.0000000000000000e+02,2.3999999999999999e+00,1.3199999999999999e+01,2.0000000000000000e+00,5.5000000000000000e+00,,"06/14/96 00:00:00","OSP"
"IT",17,2,35,60,,5.5500000000000000e+01,1.7399999999999999e+01,6.3999999999999995e+00,2.7999999999999998e+00,2.2999999999999998e+00,2.5000000000000000e+00,2.9999999999999999e-01,5.9999999999999998e-01,9.9999999999999992e-02,,1.2100000000000000e+01,1.0000000000000000e+02,5.3999999999999995e+00,2.2899999999999999e+01,4.3999999999999995e+00,4.1999999999999993e+00,"data from Spaargaren (1979), profile Sp/166","06/25/96 00:00:00","OSP"
"IT",17,3,60,100,,5.2299999999999997e+01,1.7399999999999999e+01,6.5999999999999996e+00,4.3999999999999995e+00,2.1999999999999997e+00,2.5999999999999996e+00,3.9999999999999997e-01,5.9999999999999998e-01,9.9999999999999992e-02,,1.3399999999999999e+01,1.0000000000000000e+02,5.0999999999999996e+00,2.1099999999999998e+01,4.0999999999999996e+00,4.0999999999999996e+00,"data from Spaargaren (1979), profile Sp/166","06/25/96 00:00:00","OSP"
"IT",17,4,100,140,,5.2799999999999997e+01,1.7399999999999999e+01,6.2999999999999998e+00,4.2999999999999998e+00,2.3999999999999999e+00,2.6999999999999997e+00,3.9999999999999997e-01,6.9999999999999996e-01,9.9999999999999992e-02,,1.2899999999999999e+01,1.0000000000000000e+02,5.0999999999999996e+00,2.2399999999999999e+01,4.1999999999999993e+00,4.3999999999999995e+00,"data from Spaargaren (1979), profile Sp/166","06/25/96 00:00:00","OSP"
"IT",17,5,140,180,,5.3099999999999994e+01,1.7699999999999999e+01,6.2999999999999998e+00,3.6999999999999997e+00,2.3999999999999999e+00,2.8999999999999999e+00,3.9999999999999997e-01,6.9999999999999996e-01,9.9999999999999992e-02,,1.2699999999999999e+01,1.0000000000000000e+02,5.0999999999999996e+00,2.2299999999999997e+01,4.1999999999999993e+00,4.3999999999999995e+00,"data from Spaargaren (1979), profile Sp/166","06/25/96 00:00:00","OSP"
"IT",17,6,180,230,,5.0299999999999997e+01,1.7899999999999999e+01,6.5999999999999996e+00,5.0000000000000000e+00,2.5000000000000000e+00,3.0999999999999996e+00,3.9999999999999997e-01,6.9999999999999996e-01,9.9999999999999992e-02,,1.3399999999999999e+01,1.0000000000000000e+02,4.7999999999999998e+00,2.0399999999999999e+01,3.8999999999999999e+00,4.2999999999999998e+00,"data from Spaargaren (1979), profile Sp/166","06/25/96 00:00:00","OSP"
"IT",17,7,,,,5.2299999999999997e+01,1.8299999999999997e+01,4.2999999999999998e+00,4.2999999999999998e+00,2.6999999999999997e+00,3.1999999999999997e+00,3.9999999999999997e-01,6.9999999999999996e-01,9.9999999999999992e-02,,1.3699999999999999e+01,1.0000000000000000e+02,4.7999999999999998e+00,3.2299999999999997e+01,4.1999999999999993e+00,6.6999999999999993e+00,"data from Spaargaren (1979), profile Sp/166","06/25/96 00:00:00","OSP"
"TH",4,1,2,15,"670116",5.1899999999999999e+01,3.0199999999999999e+01,6.0000000000000000e+00,9.9999999999999992e-02,1.2999999999999998e+00,3.3999999999999999e+00,,8.9999999999999991e-01,9.9999999999999992e-02,1.9999999999999998e-01,8.6999999999999993e+00,1.0280000000000000e+02,2.8999999999999999e+00,2.3000000000000000e+01,2.5999999999999996e+00,7.8999999999999995e+00,,"07/19/96 00:00:00","OSP"
"ZA",1,1,0,20,"750001",4.0200000000000003e+01,2.4000000000000000e+01,1.9000000000000000e+01,1.0000000000000001e-01,6.7000000000000004e-01,2.8000000000000003e-01,,1.3100000000000001e+00,2.5000000000000000e-01,2.7000000000000002e-01,1.1300000000000001e+01,9.7599999999999994e+01,2.7999999999999998e+00,5.5999999999999996e+00,1.8999999999999999e+00,2.0000000000000000e+00,,"03/25/04 00:00:00","OSP"
"ZA",1,2,20,46,"750002",4.1799999999999997e+01,2.5699999999999999e+01,1.6899999999999999e+01,5.0000000000000003e-02,7.1999999999999997e-01,3.1000000000000000e-01,,1.0100000000000000e+00,2.8000000000000003e-01,1.7000000000000001e-01,1.1500000000000000e+01,9.8599999999999994e+01,2.7999999999999998e+00,6.5999999999999996e+00,1.8999999999999999e+00,2.3999999999999999e+00,,"03/25/04 00:00:00","OSP"
"ZA",1,3,46,64,"750003",4.1500000000000000e+01,2.7300000000000001e+01,1.7100000000000001e+01,8.0000000000000002e-02,6.0999999999999999e-01,3.4000000000000002e-01,,9.8999999999999999e-01,2.8999999999999998e-01,1.4999999999999999e-01,1.1900000000000000e+01,1.0030000000000000e+02,2.6000000000000001e+00,6.4000000000000004e+00,1.8000000000000000e+00,2.5000000000000000e+00,,"03/25/04 00:00:00","OSP"
"ZA",1,4,64,75,"750004",4.2600000000000001e+01,2.7899999999999999e+01,1.5600000000000000e+01,1.0000000000000001e-01,7.0999999999999996e-01,3.5999999999999999e-01,,8.0000000000000004e-01,1.7999999999999999e-01,1.4000000000000001e-01,1.1800000000000001e+01,1.0020000000000000e+02,2.6000000000000001e+00,7.2999999999999998e+00,1.8999999999999999e+00,2.7999999999999998e+00,,"03/25/04 00:00:00","OSP"
"ZA",1,5,75,95,"750005",4.2500000000000000e+01,2.6100000000000001e+01,1.6399999999999999e+01,1.7000000000000001e-01,7.6000000000000001e-01,3.2000000000000001e-01,,9.5999999999999996e-01,2.3000000000000001e-01,1.7999999999999999e-01,1.1699999999999999e+01,9.9200000000000003e+01,2.7999999999999998e+00,6.9000000000000004e+00,2.0000000000000000e+00,2.5000000000000000e+00,,"03/25/04 00:00:00","OSP"
"ZA",1,6,95,110,"750006",4.5700000000000003e+01,2.7399999999999999e+01,1.4600000000000000e+01,1.4000000000000001e-01,1.1000000000000001e+00,4.4000000000000000e-01,,6.5000000000000002e-01,1.7000000000000001e-01,1.6000000000000000e-01,1.0800000000000001e+01,1.0120000000000000e+02,2.7999999999999998e+00,8.3000000000000007e+00,2.1000000000000001e+00,2.8999999999999999e+00,,"03/25/04 00:00:00","OSP"
"ZA",2,1,0,20,"750007",1.4500000000000000e+01,4.1500000000000000e+01,1.7300000000000001e+01,2.9999999999999999e-02,2.0999999999999999e-01,1.4999999999999999e-01,,1.5600000000000001e+00,5.0000000000000003e-02,2.8000000000000003e-01,2.2899999999999999e+01,9.8500000000000000e+01,5.9999999999999998e-01,2.2000000000000002e+00,5.0000000000000000e-01,3.7999999999999998e+00,,"03/25/04 00:00:00","OSP"
"ZA",2,2,20,35,"750008",1.5900000000000000e+01,4.1100000000000001e+01,1.7699999999999999e+01,0.0000000000000000e+00,2.3999999999999999e-01,1.4000000000000001e-01,,1.7800000000000000e+00,2.9999999999999999e-02,2.3999999999999999e-01,2.1800000000000001e+01,9.8900000000000006e+01,5.9999999999999998e-01,2.3999999999999999e+00,5.0000000000000000e-01,3.6000000000000001e+00,,"03/25/04 00:00:00","OSP"
"ZA",2,3,35,50,"750009",1.7399999999999999e+01,4.2399999999999999e+01,1.7800000000000001e+01,0.0000000000000000e+00,2.3999999999999999e-01,1.4999999999999999e-01,,1.7600000000000000e+00,4.0000000000000001e-02,2.0999999999999999e-01,2.1600000000000001e+01,1.0159999999999999e+02,6.9999999999999996e-01,2.6000000000000001e+00,5.9999999999999998e-01,3.7000000000000002e+00,,"03/25/04 00:00:00","OSP"
"ZA",2,4,50,65,"750010",1.5800000000000001e+01,4.2200000000000003e+01,1.7699999999999999e+01,0.0000000000000000e+00,2.3000000000000001e-01,1.6000000000000000e-01,,1.5400000000000000e+00,4.0000000000000001e-02,2.0999999999999999e-01,2.1899999999999999e+01,9.9900000000000006e+01,5.9999999999999998e-01,2.3999999999999999e+00,5.0000000000000000e-01,3.7000000000000002e+00,,"03/25/04 00:00:00","OSP"
"ZA",2,5,65,80,"750011",1.4699999999999999e+01,4.0799999999999997e+01,1.7199999999999999e+01,1.0000000000000000e-02,2.0999999999999999e-01,1.6000000000000000e-01,,1.5300000000000000e+00,5.0000000000000003e-02,2.8000000000000003e-01,2.2600000000000001e+01,9.7599999999999994e+01,5.9999999999999998e-01,2.2999999999999998e+00,5.0000000000000000e-01,3.7000000000000002e+00,,"03/25/04 00:00:00","OSP"
"ZA",2,6,80,95,"750012",1.4500000000000000e+01,4.1500000000000000e+01,1.7300000000000001e+01,2.9999999999999999e-02,2.0999999999999999e-01,1.4999999999999999e-01,,1.5600000000000001e+00,5.0000000000000003e-02,2.8000000000000003e-01,2.2899999999999999e+01,9.8500000000000000e+01,5.9999999999999998e-01,2.2000000000000002e+00,5.0000000000000000e-01,3.7999999999999998e+00,,"03/25/04 00:00:00","OSP"
"ZA",2,7,95,110,"750013",1.4400000000000000e+01,4.1000000000000000e+01,1.6800000000000001e+01,1.0000000000000000e-02,2.2000000000000000e-01,1.4000000000000001e-01,,1.4800000000000000e+00,5.0000000000000003e-02,2.8000000000000003e-01,2.3300000000000001e+01,9.7799999999999997e+01,5.9999999999999998e-01,2.2999999999999998e+00,5.0000000000000000e-01,3.7999999999999998e+00,,"03/25/04 00:00:00","OSP"
"ZA",2,8,110,125,"750014",1.5500000000000000e+01,4.1700000000000003e+01,1.6899999999999999e+01,1.0000000000000000e-02,2.0000000000000001e-01,1.4999999999999999e-01,,1.5300000000000000e+00,5.9999999999999998e-02,2.8000000000000003e-01,2.2500000000000000e+01,9.8799999999999997e+01,5.9999999999999998e-01,2.3999999999999999e+00,5.0000000000000000e-01,3.8999999999999999e+00,,"03/25/04 00:00:00","OSP"
"ZA",3,1,0,15,"750016",3.8600000000000001e+01,3.2299999999999997e+01,1.2100000000000000e+01,0.0000000000000000e+00,1.1100000000000001e+00,2.8500000000000001e+00,,9.0000000000000002e-01,2.9999999999999999e-02,3.3000000000000002e-01,1.1699999999999999e+01,9.9900000000000006e+01,2.0000000000000000e+00,8.5000000000000000e+00,1.6000000000000001e+00,4.2000000000000002e+00,,"03/25/04 00:00:00","OSP"
"ZA",3,2,15,30,"750017",3.9299999999999997e+01,3.1699999999999999e+01,1.2100000000000000e+01,1.0000000000000000e-02,1.1299999999999999e+00,3.0000000000000000e+00,,1.0000000000000000e+00,2.9999999999999999e-02,2.8000000000000003e-01,1.1600000000000000e+01,1.0020000000000000e+02,2.1000000000000001e+00,8.5999999999999996e+00,1.7000000000000000e+00,4.0999999999999996e+00,,"03/25/04 00:00:00","OSP"
"ZA",3,3,30,45,"750018",3.8600000000000001e+01,3.2200000000000003e+01,1.2500000000000000e+01,1.0000000000000000e-02,1.1299999999999999e+00,3.3100000000000001e+00,,9.0000000000000002e-01,2.9999999999999999e-02,2.8999999999999998e-01,1.1300000000000001e+01,1.0020000000000000e+02,2.1000000000000001e+00,8.4000000000000004e+00,1.7000000000000000e+00,4.0999999999999996e+00,,"03/25/04 00:00:00","OSP"
"ZA",3,4,45,66,"750019",3.9600000000000001e+01,3.2600000000000001e+01,1.2699999999999999e+01,0.0000000000000000e+00,1.1299999999999999e+00,3.6899999999999999e+00,,9.2000000000000004e-01,4.0000000000000001e-02,2.8000000000000003e-01,1.1000000000000000e+01,1.0200000000000000e+02,2.1000000000000001e+00,8.3000000000000007e+00,1.6000000000000001e+00,4.0000000000000000e+00,,"03/25/04 00:00:00","OSP"
"ZA",3,5,66,,"750020",4.7200000000000003e+01,3.0199999999999999e+01,8.1999999999999993e+00,2.0000000000000000e-02,1.3300000000000001e+00,5.8499999999999996e+00,,6.0999999999999999e-01,1.0000000000000001e-01,3.2000000000000001e-01,7.7999999999999998e+00,1.0159999999999999e+02,2.7000000000000002e+00,1.5300000000000001e+01,2.2999999999999998e+00,5.7999999999999998e+00,"Shale sample","03/25/04 00:00:00","OSP"
"ZA",5,1,0,20,"750031",3.3100000000000001e+01,2.8800000000000001e+01,2.2199999999999999e+01,2.0000000000000000e-02,4.6000000000000002e-01,1.7999999999999999e-01,,2.7400000000000002e+00,5.9999999999999998e-02,2.0999999999999999e-01,1.3300000000000001e+01,1.0100000000000000e+02,2.0000000000000000e+00,4.0000000000000000e+00,1.3000000000000000e+00,2.0000000000000000e+00,,"03/25/04 00:00:00","OSP"
"ZA",5,2,20,40,"750032",3.2000000000000000e+01,2.8600000000000001e+01,2.1899999999999999e+01,1.0000000000000000e-02,3.8000000000000000e-01,1.6000000000000000e-01,,2.4700000000000002e+00,4.0000000000000001e-02,2.6000000000000001e-01,1.3600000000000000e+01,9.9500000000000000e+01,1.8999999999999999e+00,3.8999999999999999e+00,1.3000000000000000e+00,2.0000000000000000e+00,,"03/25/04 00:00:00","OSP"
"ZA",5,3,40,60,"750033",3.4000000000000000e+01,3.0199999999999999e+01,1.9800000000000001e+01,0.0000000000000000e+00,3.4000000000000002e-01,2.2000000000000000e-01,,1.6799999999999999e+00,2.9999999999999999e-02,1.6000000000000000e-01,1.3300000000000001e+01,9.9799999999999997e+01,1.8999999999999999e+00,4.5999999999999996e+00,1.3999999999999999e+00,2.3999999999999999e+00,,"03/25/04 00:00:00","OSP"
"ZA",5,4,60,80,"750034",3.5700000000000003e+01,3.1800000000000001e+01,1.9600000000000001e+01,0.0000000000000000e+00,3.8000000000000000e-01,2.2000000000000000e-01,,1.4199999999999999e+00,2.9999999999999999e-02,1.1000000000000000e-01,1.3400000000000000e+01,1.0259999999999999e+02,1.8999999999999999e+00,4.7999999999999998e+00,1.3999999999999999e+00,2.5000000000000000e+00,,"03/25/04 00:00:00","OSP"
"ZA",5,5,80,100,"750035",3.4600000000000001e+01,3.0000000000000000e+01,1.9399999999999999e+01,0.0000000000000000e+00,3.7000000000000000e-01,2.0000000000000001e-01,,1.6599999999999999e+00,2.9999999999999999e-02,1.2000000000000000e-01,1.3100000000000000e+01,9.9400000000000006e+01,2.0000000000000000e+00,4.7999999999999998e+00,1.3999999999999999e+00,2.3999999999999999e+00,,"03/25/04 00:00:00","OSP"
"ZA",5,6,100,120,"750036",3.7600000000000001e+01,2.8600000000000001e+01,1.8699999999999999e+01,0.0000000000000000e+00,4.2999999999999999e-01,1.7999999999999999e-01,,1.9199999999999999e+00,4.0000000000000001e-02,1.3000000000000000e-01,1.2400000000000000e+01,9.9900000000000006e+01,2.2000000000000002e+00,5.2999999999999998e+00,1.6000000000000001e+00,2.3999999999999999e+00,,"03/25/04 00:00:00","OSP"
"ZA",6,1,0,15,"750037",6.2799999999999997e+01,1.9500000000000000e+01,6.4000000000000004e+00,5.0000000000000003e-02,4.8999999999999999e-01,3.2000000000000002e+00,,1.7600000000000000e+00,8.0000000000000002e-02,3.9000000000000001e-01,6.5000000000000000e+00,1.0120000000000000e+02,5.5000000000000000e+00,2.6100000000000001e+01,4.5000000000000000e+00,4.7999999999999998e+00,,"03/26/04 00:00:00","OSP"
"ZA",6,2,15,40,"750038",6.2399999999999999e+01,2.0199999999999999e+01,5.9000000000000004e+00,5.0000000000000003e-02,4.6999999999999997e-01,3.4100000000000001e+00,,1.7300000000000000e+00,2.9999999999999999e-02,7.7000000000000002e-01,6.0999999999999996e+00,1.0109999999999999e+02,5.2000000000000002e+00,2.8100000000000001e+01,4.4000000000000004e+00,5.4000000000000004e+00,,"03/26/04 00:00:00","OSP"
"ZA",6,3,40,70,"750039",6.3399999999999999e+01,2.1100000000000001e+01,6.0999999999999996e+00,2.0000000000000000e-02,4.7999999999999998e-01,3.4900000000000002e+00,,1.8200000000000001e+00,2.0000000000000000e-02,4.4000000000000000e-01,6.0000000000000000e+00,1.0280000000000000e+02,5.0999999999999996e+00,2.7600000000000001e+01,4.2999999999999998e+00,5.4000000000000004e+00,,"03/26/04 00:00:00","OSP"
"ZA",6,4,70,90,"750040",5.1600000000000001e+01,2.8000000000000000e+01,7.4000000000000004e+00,2.0000000000000000e-02,5.7999999999999996e-01,2.8100000000000001e+00,,1.0800000000000001e+00,1.0000000000000000e-02,2.3999999999999999e-01,8.9000000000000004e+00,1.0059999999999999e+02,3.1000000000000001e+00,1.8399999999999999e+01,2.7000000000000002e+00,5.9000000000000004e+00,,"03/26/04 00:00:00","OSP"
"ZA",6,5,95,,"750041",4.6200000000000003e+01,2.9000000000000000e+01,7.9000000000000004e+00,7.0000000000000007e-02,5.6000000000000005e-01,2.5099999999999998e+00,,6.4000000000000001e-01,1.0000000000000000e-02,3.5999999999999999e-01,1.2100000000000000e+01,9.9500000000000000e+01,2.7000000000000002e+00,1.5500000000000000e+01,2.2999999999999998e+00,5.7000000000000002e+00,,"03/26/04 00:00:00","OSP"
"ZA",7,1,0,10,"750042",4.3399999999999999e+01,3.0399999999999999e+01,1.0400000000000000e+01,2.0000000000000000e-02,5.6000000000000005e-01,1.8600000000000001e+00,,1.2500000000000000e+00,8.9999999999999997e-02,2.5000000000000000e-01,1.1600000000000000e+01,9.9700000000000003e+01,2.3999999999999999e+00,1.1100000000000000e+01,2.0000000000000000e+00,4.5999999999999996e+00,,"03/26/04 00:00:00","OSP"
"ZA",7,2,10,20,"750043",4.2100000000000001e+01,3.1699999999999999e+01,1.0300000000000001e+01,1.0000000000000000e-02,5.5000000000000004e-01,1.7700000000000000e+00,,1.1599999999999999e+00,4.0000000000000001e-02,1.7000000000000001e-01,1.1699999999999999e+01,9.9599999999999994e+01,2.2999999999999998e+00,1.0800000000000001e+01,1.8999999999999999e+00,4.7999999999999998e+00,,"03/26/04 00:00:00","OSP"
"ZA",7,3,25,60,"750044",4.0500000000000000e+01,3.4299999999999997e+01,1.1199999999999999e+01,0.0000000000000000e+00,4.5000000000000001e-01,1.2500000000000000e+00,,9.2000000000000004e-01,4.0000000000000001e-02,1.0000000000000001e-01,1.2800000000000001e+01,1.0150000000000000e+02,2.0000000000000000e+00,9.5999999999999996e+00,1.7000000000000000e+00,4.7999999999999998e+00,,"03/26/04 00:00:00","OSP"
"ZA",8,1,0,30,"750045",4.9200000000000003e+01,2.1000000000000000e+01,1.3699999999999999e+01,2.5000000000000000e-01,7.2999999999999998e-01,1.9000000000000000e-01,,1.4399999999999999e+00,1.4000000000000001e-01,1.3000000000000000e-01,1.0900000000000000e+01,9.7700000000000003e+01,4.0000000000000000e+00,9.5999999999999996e+00,2.7999999999999998e+00,2.3999999999999999e+00,,"03/26/04 00:00:00","OSP"
"ZA",8,2,30,55,"750046",5.4799999999999997e+01,1.8000000000000000e+01,1.4300000000000001e+01,4.8999999999999999e-01,1.0100000000000000e+00,1.4000000000000001e-01,,1.3400000000000001e+00,1.4000000000000001e-01,8.9999999999999997e-02,9.9000000000000004e+00,1.0030000000000000e+02,5.2000000000000002e+00,1.0199999999999999e+01,3.3999999999999999e+00,2.0000000000000000e+00,,"03/26/04 00:00:00","OSP"
"ZA",8,3,55,80,"750047",5.9299999999999997e+01,1.7199999999999999e+01,1.2400000000000000e+01,1.0000000000000000e+00,1.2000000000000000e+00,1.7999999999999999e-01,,1.3700000000000001e+00,5.0000000000000003e-02,8.0000000000000002e-02,7.2999999999999998e+00,1.0020000000000000e+02,5.7999999999999998e+00,1.2699999999999999e+01,4.0000000000000000e+00,2.2000000000000002e+00,,"03/26/04 00:00:00","OSP"
"ZA",8,4,80,100,"750048",5.7100000000000001e+01,1.8699999999999999e+01,1.2300000000000001e+01,1.1799999999999999e+00,1.2700000000000000e+00,2.0999999999999999e-01,,1.3700000000000001e+00,5.9999999999999998e-02,8.9999999999999997e-02,7.4000000000000004e+00,9.9599999999999994e+01,5.2000000000000002e+00,1.2300000000000001e+01,3.7000000000000002e+00,2.3999999999999999e+00,,"03/26/04 00:00:00","OSP"
"ZA",8,5,100,110,"750049",5.1299999999999997e+01,2.0399999999999999e+01,1.4400000000000000e+01,1.7000000000000001e-01,1.4600000000000000e+00,5.9999999999999998e-02,,1.1200000000000001e+00,5.9999999999999998e-02,5.9999999999999998e-02,1.0800000000000001e+01,9.9900000000000006e+01,4.2999999999999998e+00,9.5000000000000000e+00,2.8999999999999999e+00,2.2000000000000002e+00,,"03/26/04 00:00:00","OSP"
"ZA",9,1,0,20,"750050",4.6200000000000003e+01,2.4100000000000001e+01,1.6000000000000000e+01,1.6000000000000000e-01,1.2900000000000000e+00,2.0000000000000001e-01,,8.1999999999999995e-01,1.7999999999999999e-01,1.2000000000000000e-01,1.1199999999999999e+01,1.0030000000000000e+02,3.2999999999999998e+00,7.7000000000000002e+00,2.2999999999999998e+00,2.3999999999999999e+00,,"03/26/04 00:00:00","OSP"
"ZA",9,2,20,40,"750051",4.6600000000000001e+01,2.4500000000000000e+01,1.6000000000000000e+01,1.6000000000000000e-01,1.3000000000000000e+00,2.0999999999999999e-01,,8.1999999999999995e-01,1.9000000000000000e-01,1.3000000000000000e-01,1.1100000000000000e+01,1.0100000000000000e+02,3.2000000000000002e+00,7.7000000000000002e+00,2.2999999999999998e+00,2.3999999999999999e+00,,"03/26/04 00:00:00","OSP"
"ZA",9,3,40,60,"750052",4.7500000000000000e+01,2.4399999999999999e+01,1.5000000000000000e+01,1.4999999999999999e-01,1.2500000000000000e+00,2.3999999999999999e-01,,8.3999999999999997e-01,2.2000000000000000e-01,1.1000000000000000e-01,1.1100000000000000e+01,1.0080000000000000e+02,3.2999999999999998e+00,8.4000000000000004e+00,2.3999999999999999e+00,2.5000000000000000e+00,,"03/26/04 00:00:00","OSP"
"ZA",9,4,60,80,"750053",4.7799999999999997e+01,2.4199999999999999e+01,1.4199999999999999e+01,1.4000000000000001e-01,1.2400000000000000e+00,2.7000000000000002e-01,,8.1999999999999995e-01,1.4999999999999999e-01,8.9999999999999997e-02,1.1199999999999999e+01,1.0020000000000000e+02,3.3999999999999999e+00,8.9000000000000004e+00,2.3999999999999999e+00,2.7000000000000002e+00,,"03/26/04 00:00:00","OSP"
"ZA",9,5,80,100,"750054",4.8299999999999997e+01,2.4100000000000001e+01,1.4100000000000000e+01,1.4999999999999999e-01,1.2800000000000000e+00,2.7000000000000002e-01,,8.1999999999999995e-01,1.9000000000000000e-01,8.9999999999999997e-02,1.1000000000000000e+01,1.0040000000000001e+02,3.3999999999999999e+00,9.0999999999999996e+00,2.5000000000000000e+00,2.7000000000000002e+00,,"03/26/04 00:00:00","OSP"
"ZA",9,6,100,110,"750055",4.9100000000000001e+01,2.4199999999999999e+01,1.4400000000000000e+01,1.7000000000000001e-01,1.3600000000000001e+00,2.6000000000000001e-01,,8.3999999999999997e-01,1.9000000000000000e-01,8.0000000000000002e-02,1.1100000000000000e+01,1.0159999999999999e+02,3.3999999999999999e+00,9.0999999999999996e+00,2.5000000000000000e+00,2.6000000000000001e+00,,"03/26/04 00:00:00","OSP"
