ISO,ID,WRB_RG,WRB_Q1,WRB_Q2,WRB_Q3,WRB_Q4,FAO_88,FSUB_88,PHA_88,FAOSTAT_88,FAO_74,PHA_74,FAOSTAT,USGG_99,USSG_99,USTX_92,USMIN_92,STR_92,OTH_92,SMR_92,USGG_75,USSG_75,USTX,USMIN,STR,OTH,SMR,LOCAL,REMARKS,EDITDATE,VER,,,,,
GB,1,CM,gln,ca,,,CMg,ca,,1,Bg,,1,kfd,re,,,,,,ioe,RE,126,4,ME,,UD,SSEW: Stagnogleyic brown calcareous earth, intergrading to typical calcareous pelosol. Soil series: Cannamore/Hanslope intergrade,,03/30/04 12:00 AM,OSP,,,,
GB,2,LV,st,ct,,,LVj,,,1,Lo,,1,jej,ty,,,,,,ada,AA,126,27,ME,,UD,SSEW: (Stagnogleyic) argillic brown earth, intergrading to (stagnogleyic) brown calcareous earth. Soil series: Ashley/Cannamore intergrade,,03/30/04 12:00 AM,OSP,,,,
GB,3,LV,gl,st,ab,ct,LVg,ab,,1,Lg,,1,jah,,,,,,,aqo,UD03,126,26,ME,,AQ,SSEW: Typical stagnogley soil, intergrading to cambic stagnogley soil. Soil series: Salop,,03/30/04 12:00 AM,OSP,,,,
GB,4,GL,hu,ca,,,GLe,,,1,Gc,,1,lae,ae,,,,,,eqv,AE,126,35,ME,,AQ,SSEW: Pelo-alluvial gley soil. Soil series: Compton,,03/31/04 12:00 AM,OSP,,,,,
GB,5,CM,dyh,,,,CMd,,,1,Bd,,1,kfe,ty,,,,,,ioy,AA,80,34,ME,,UD,SSEW: Typical brown podzolic soil. Soil series: Meline,,03/31/04 12:00 AM,OSP,,,,,
GB,6,PZ,st,hi,pi,,PZg,hi,PL,1,Pp,PH,1,cad,hi,,,,,,sqp,HI,96,34,ME,,AQ,SSEW: Ironpan stagnopodzol. Soil series: Hiraethog,,04/05/04 12:00 AM,OSP,,,,,
GB,7,GL,his,dyh,,,GLd,hi,,1,Gh,,1,kag,hi,,,,,,iqh,HI,114,34,ME,,AQ,SSEW: Cambic stagnohumic gley soil. Soil series: Ynys.,,04/08/04 12:00 AM,OSP,,,,,
GB,8,PZ,ha,,,,PZh,,,1,Po,,1,cde,en,,,,,,soa,EN,62,46,ME,,UD,SSEW: Humo-ferric podzol. Soil series: Crannymoor,,04/08/04 12:00 AM,OSP,,,,,
GB,9,AR,dy,,,,ARh,,,1,Qc,,0,lcf,ul,,,,,,esd,UL,,46,ME,,UD,SSEW: Typical brown podzolic soil. Soil series: Brownrigg,,04/08/04 12:00 AM,OSP,,,,,
GB,10,AB,st,au,ap,,PDj,dy,,1,Dg,,1,jeg,ga,,,,,,adb,GL02,94,34,ME,,UD,SSEW: Stagnogleyic paleo-argillic brown earth. Soil Series: Berkhamsted.,,04/08/04 12:00 AM,OSP,,,,,
GB,11,LP,hu,ca,,,LPe,ca,,0,E,,1,ic,li,,,,,,mr,LI02,96,35,ME,,,SSEW: Humic rendzina. Soil Series: Icknield,,04/08/04 12:00 AM,OSP,,,,,
GE,1,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,
GE,2,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,
GH,1,,,,,,LXH,pa,,0,Lf,,1,jcd,ty,,,,,,aub,OX,96,34,IH,,US,Savannah Ochrosol, Toje Series,,05/31/96 12:00 AM,,,,,
GH,2,,,,,,RGE,es,,0,Re,SO,1,ldc,oy,,,,,,evu,AA,66,34,IH,,US,Regosolic Groundwater Laterite, Doyum Series,,05/31/96 12:00 AM,,,,,
GH,3,,,,,,FRH,ak,,0,Af,,1,eee,ty,,,,,,udb,AA,126,28,IH,,UD,Forest Ochrosol, Kumasi Series,,05/30/96 12:00 AM,,,,,
GH,4,AC,pf,fr,dyh,cr,ACf,ch,PF,1,Af,MS,1,,,,,,,,udb,RH,114,34,IH,,UD,Forest Ochrosol, Bekwai series,,09/22/03 12:00 AM,OSP,,,,
GL,1,AR,dy,,,,ARh,dy,,1,Qc,,1,,,,,,,,imc,PE,62,46,FR,,,,,09/23/03 12:00 AM,OSP,,,,,
GL,2,HS,fi,rh,dy,,HSf,dy,,1,Od,,1,,,,,,,,his,HE,,,FR,,,,,08/31/94 12:00 AM,,,,,,
GL,3,UM,ar,hu,,,ARh,dy,GE,1,Qc,,1,,,,,,,,hac,LI02,,,FR,euic, shallow,,,,,,,,,
GL,4,CR,tu,um,st,,CMi,uh,GE,1,Bx,,1,,,,,,,,imc,RU11,44,34,FR,,,,,09/25/03 12:00 AM,OSP,,,,,
GL,5,AR,dy,,,,ARh,dy,GE,1,Qc,,1,,,,,,,,imc,,,,,,,,,09/25/03 12:00 AM,OSP,,,,,
GL,6,AR,ye,dy,,,ARh,dy,GE,1,Qc,,1,,,,,,,,esc,,,,,,,,,09/25/03 12:00 AM,,,,,,
GR,1,,,,,,,,,0,Vp,,0,,,,,,,,vxl,AA,134,37,ME,,,Grumosol,,,,,,,,
GR,2,,,,,,,,,0,Bd,,0,,,,,,,,ioy,UM02,,,ME,,UD,Acid brown forest soil,,,,,,,,
GR,3,,,,,,LVX,or,,0,Lc,,1,jdg,ty,,,,,,axa,AA,96,34,TH,,XE,Red mediterrenean soil,,08/23/96 12:00 AM,,,,,,
GR,4,,,,,,,,,0,Lc,,0,,,,,,,,axa,AA,,,ME,,XE,Terra Rossa,,,,,,,,
GR,5,,,,,,,,,0,E,,0,,,,,,,,mr,EU02,,,,,,,,,,,,,,
GR,6,,,,,,,,,0,Vc,,0,,,,,,,,vxr,EN,126,37,ME,,XE,Grumusol,,,,,,,,
GR,7,,,,,,,,,0,Hc,,0,,,,,,,,mxk,PA,,,TH,,XE,,,,,,,,,
GR,8,,,,,,,,,0,Be,,0,,,,,,,,ioe,DY02,,,ME,,UD,Brown forest soil,,,,,,,,
GR,9,,,,,,,,,0,Bc,,0,,,,,,,,ioy,AA,,,ME,,UD,Brown forest soil,,,,,,,,
GR,10,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,
GR,11,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,
GR,12,,,,,,,,,0,Hh,,0,,,,,,,,mda,LI02,,,ME,,UD,Brown forest soil,,,,,,,,
GR,13,,,,,,,,,0,Lc,,0,,,,,,,,ada,AA,,,,,UD,Grey brown podzolic,,,,,,,,
GR,14,,,,,,,,,0,Lc,,0,,,,,,,,axr,AA,,,ME,,XE,Red Mediterranean soil,,,,,,,,
GR,15,,,,,,,,,0,Jc,,0,,,,,,,,evx,AA,106,35,TH,,XE,as USDA,1975,,,,,,,
HU,1,,,,,,,,,0,,,0,,,,,,,,,,,,,,,Calcareous Blownsand,Very sandy, structureless AC-profile with a very thin A-horizon ì,,,,,,
HU,2,,,,,,,,,0,E,LI,1,,,,,,,,mr,AA,126,35,ME,,UD,Black Rendzina,Medium textured soil with a thick dark gray A-horizon with a ì,,,,,,,
HU,3,,,,,,,,,0,,,0,,,,,,,,,,,,,,,Brown Forest Soil, clay illuv.,Medium textured ABtC-profile with a thick brown A-horizon with ì,,,,,,
HU,4,,,,,,,,,0,,,0,,,,,,,,,,,,,,,Pseudogley,,06/28/94 12:00 AM,,,,,,
HU,5,,,,,,,,,0,,,0,,,,,,,,,,,,,,,Brown Earth/Brown Forest Soil,ABvC-profile with a yellowish brown massive A-horizon. The ì,,,,,,,
HU,6,,,,,,,,,0,,,0,,,,,,,,,,,,,,,Brown Forest Soil,A brown sand soil with a massive A-horizon with low organic ì,,,,,,,
HU,7,,,,,,,,,0,,,0,,,,,,,,,,,,,,,Chernozem - Brown Forest Soil,A medium to light textured ABC-profile with a thick dark gray ì,,,,,,,
HU,8,,,,,,,,,0,,,0,,,,,,,,,,,,,,,Calcareous Chernozem,Medium textured ABC-profile with a thick A-horizon, rich organic ì,,,,,,
HU,9,,,,,,,,,0,,,0,,,,,,,,,,,,,,,Calcareous Lowland Chernozem,,06/28/94 12:00 AM,,,,,,
HU,10,,,,,,,,,0,,,0,,,,,,,,,,,,,,,Calcareous Meadow Chernozem,,06/28/94 12:00 AM,,,,,,
HU,11,,,,,,,,,0,Zg,,0,,,,,,,,iqx,AA,100,,,,,Sodic Solonchak,A sandy, calcareous AC-profile with a high groundwater level. The ì,,,,,,
HU,12,,,,,,,,,0,,,0,,,,,,,,,,,,,,,Sodic Solonchak Solonetz,medium textured ABC-profile. The profile is calcareous, ì,,,,,,
HU,13,,,,,,,,,0,,,0,,,,,,,,,,,,,,,Calcareous Meadow Solonetz,,06/29/94 12:00 AM,,,,,,
HU,14,,,,,,,,,0,So,,0,,,,,,,,adn,AE,126,,,,,Meadow Solonetz,A medium textured ABC-profile with a thin light coloured ì,,,,,,,
HU,15,,,,,,,,,0,,,0,,,,,,,,,,,,,,,Meadow Solonetz - Steppe Form.,,06/29/94 12:00 AM,,,,,,
HU,16,,,,,,,,,0,,,0,,,,,,,,,,,,,,,Solonetz Meadow Soil,,06/29/94 12:00 AM,,,,,,
HU,17,,,,,,,,,0,,,0,,,,,,,,,,,,,,,Meadow Soil,Clayey AC-profile with a very thick dark brown A-horizon with a ì,,,,,,,
HU,18,,,,,,,,,0,,,0,,,,,,,,,,,,,,,Peat bog,,06/29/94 12:00 AM,,,,,,
HU,19,,,,,,,,,0,,,0,,,,,,,,,,,,,,,Peat Bog,,06/29/94 12:00 AM,,,,,,
HU,20,,,,,,,,,0,,,0,,,,,,,,,,,,,,,Calcareous Alluvial Soil,,06/29/94 12:00 AM,,,,,,
ID,1,,,,,,FRH,,,0,Bf,,1,eec,ty,,,,,,ite,AA,134,28,IH,,UD,'Oksisol eutrik (PPT-Bogor ''81)',Deep, very fine, kaolinitic, moderate base saturation. High clay ì,,,,
ID,2,,,,,,CMO,,,0,Bf,,1,,,,,,,,ith,OX,134,24,IH,,UD,'Kambisol oksik (PPT-Bogor ''81)',Deep, very fine, halloysitic, ferralic, low base saturation. High ì,,,
ID,3,,,,,,ANU,,,0,Th,,1,dgf,af,,,,,,,,96,24,IT,,UD,Kambisol distrik (PPT, 1981),Deep, fine loamy, mixed, low base saturation, low bulk density. ì,,
ID,4,,,,,,FRH,,,0,Bf,,1,eee,in,,,,,,ity,OX,134,34,IH,,UD,'Kambisol oksik (PPT-Bogor ''81)',Deep, very fine clayey, mixed, ferralic, low base saturation, low ì,,
ID,5,,,,,,ANG,,,0,Tv,,1,dag,ty,,,,,,,,,34,IM,,PU,Bandahara Blang,Very deep, yellowish brown to light gray loamy soil derived from ì,,,,,,
ID,6,,,,,,GLD,,,0,Gd,,1,,,,,,,,iqc,AA,114,34,IF,,PU,Loser Blang Profile,Moderately deep, white clay derived from clayey marine sediments ì,,,,,,
ID,7,,,,,,ANU,,,0,Th,,1,dge,ty,,,,,,,,,,IT,,PU,Kapi Dataran Tinggi,Moderately deep, dark brown to yellow clay loam derived from ì,,,,,,
ID,8,,,,,,ANG,,,0,Bd,,1,dgf,aq,,,,,,,,114,34,IT,,PU,Kapi profile,Moderately deep, strong brown clay loam derived from andesitic ì,,,,,,
ID,9,,,,,,ACH,,,0,Af,,1,dgf,ty,,,,,,,,96,34,IH,,PU,Ketambe profile,Moderately deep, yellowish brown to brownish yellow sandy clay ì,,,,,,
ID,10,,,,,,RGD,,,0,Bd,,1,,,,,,,,ity,AA,96,34,IM,,PU,Kemiri Blang Profile,Very deep, loamy profile, derived from marine sediments overlain ì,,,,,
ID,11,,,,,,ANU,,,0,Th,,1,dge,th,,,,,,iny,HY,19,,IT,,UD,,Very deep, well drained, porous, silty loam soil formed in ì,,,,
ID,12,,,,,,ACH,,,0,Af,,1,eee,ty,,,,,,udb,AA,134,28,IH,,UD,,Very deep, well drained, yellowish brown clay soil, with a thin ì,,,,
ID,13,,,,,,PHH,,,0,Hh,,1,igf,cu,,,,,,mua,UD02,114,,IH,,US,'Kambisol mollic (PPT-Bogor''81)',Deep, clayey, high base saturation, slightly smectitic in upper ì,,,,
ID,14,,,,,,CME,,,0,Be,,1,,,,,,,,,,96,28,IT,,UD,'Kambisol eutrik (PPT-Bogor''81)',Deep, fine loamy, kaolinitic, moderately high base saturation.,,,,
ID,15,,,,,,FRX,,,0,Fx,,1,eee,xa,,,,,,ooa,TR02,126,28,IH,,,,Very deep, well drained, strongly acid, bright brown, sandy clay ì,,,
ID,16,,,,,,RGE,,,0,Re,,1,,,,,,,,,,,,,,,,Deep, somewhat excessive drained soil with yellowish brown ì,,,,,,
ID,17,,,,,,CME,,,0,To,,1,,,,,,,,,,,,,,,,Deep, well drained, brown soil. The soil consists of a clay soil ì,,,,,
ID,18,,,,,,ANU,,,0,Th,,1,dgc,ty,,,,,,,,26,34,IT,,UD,Andosol humik (PPT-Bogor 1981),Deep, thixotropic, mixed, moderate base saturation. Umbric ì,,,,
ID,19,,,,,,FRX,,,0,Fx,,1,ede,an,,,,,,,,102,34,IH,,PU,Latosol oksik (PPT-Bogor 1981),A very dark brown to yellowish brown, organic-rich, sandy clay ì,,,,,
ID,20,,,,,,CMO,,,0,Fx,,1,,,,,,,,,,,,,,US,,A very dark greyish brown, 5 cm thick, clay loam surface horizon, ì,,,,
ID,21,,,,,,FRU,,,0,Th,,1,,,,,,,,,,86,34,IH,,PU,'Latosol umbrik (PPT-Bogor ''81)',A very dark gray, sandy clay loam surface horizon with high ì,,,,,,
ID,22,,,,,,FRH,,,0,Fo,,1,eee,ty,,,,,,,,134,28,IH,,PU,oksisol humik (PPT-Bogor 1981),A dark greyish brown slightly gravelly clay surface horizon with ì,,,,,,,
ID,23,,,,,,ANZ,,,0,Tv,,1,deb,th,,,,,,,,10,,IH,,,,A very dark brown smeary sandy loam surface horizon, overlying a ì,,,,,,
ID,24,,,,,,ANH,,,0,Tm,,1,dgf,ty,,,,,,,,14,24,IH,,UD,'Andosol mollik (PPT-Bogor ''81)',Very deep, young volcanic, medial over clayey, halloysitic, ì,,,
ID,25,,,,,,VRe,,,0,Vp,,1,vee,,,,,,,,,134,38,IH,,AR,'Grumosol pellik (PPT-Bogor''81)',Deep, very fine, smectitic, slightly alkaline, distinct vertic ì,,,
ID,26,,,,,,CME,,,0,Be,,1,,,,,,,,,,96,34,IH,,UD,'Kambisol eutrik (PPT-Bogor''81)',Deep, young volcanic, fine loamy, mixed, moderate base ì,,,
ID,27,,,,,,ANH,,,0,Th,,1,dgf,au,,,,,,iny,EN,10,,IT,,UD,Podsolik coklat,Moderately deep, well drained, yellowish brown loam. Very dark ì,,,,,
ID,28,,,,,,FRX,,,0,Bd,,1,hcc,ty,,,,,,ity,OX,114,,IT,,UD,Podsolik Coklat Kekuningan,Deep, well drained, yellowish brown sandy clay.,06/23/94 12:00 AM,,,,
ID,29,,,,,,ANH,,,0,Th,,1,dgf,ad04,,,,,,iny,HY,10,,IH,,UD,Podsolik Coklat,Deep, well drained, dark yellowish brown, clay loam. Very dark ì,,,,
ID,32,,,,,,FRX,,,0,Fx,,1,eee,in,,,,,,udb,AA,126,28,IH,,UD,Oxisol Haplik,Very deep, well drained, brownish yellow clay. Well structured ì,,,,,
ID,33,,,,,,FRX,,,0,Fo,,1,eee,xa,,,,,,ooa,AA,134,28,IH,,UD,Oxisol haplik,Very deep, well drained, strong brown clay. Well structured and ì,,,,,
ID,34,,,,,,FRX,,,0,Fx,,1,eee,hm,,,,,,ooa,AA,134,28,IH,,UD,Oxisol Haplik,Very deep, well drained, strong brown clay. Well structured and ì,,,,,
ID,35,,,,,,FRX,,,0,Fx,,1,eee,ty,,,,,,ooa,AA,134,28,IH,,UD,Oksisol Haplik,Very deep, well drained, dark yellowish brown clay. Well ì,,,,,
ID,36,,,,,,ANU,,,0,Th,,1,dgf,ty,,,,,,iny,AA,10,,IH,,UD,Andosol Distrik,,06/23/94 12:00 AM,,,,,,
ID,37,,,,,,PHL,,,0,Ne,,1,igd,pa,,,,,,adb,AA,134,34,IH,,UD,Mediteran,,06/23/94 12:00 AM,,,,,,
ID,38,,,,,,ACG,,,0,,,1,,,,,,,,udf,AA,,,,,,Podsolik Haplik,Very deep, well drained, clayey soil. Colours varying from very ì,,,,,
ID,39,,,,,,PZG,,,0,,,1,,,,,,,,sqp,,,,,,,Podsol,Moderately deep, poorly drained, dark brown sandy soil with a ì,,,,,
ID,40,,,,,,,,,0,Bc,,1,,,,,,,,,,,,,,,,Deep, poorly drained, black silty clay loam derived from peat, ì,,,,
ID,41,,,,,,CMO,,,0,Bf,,1,,,,,,,,ity,OX,,,,,,Kambisol Oksik,Very deep, yellowish brown loamy soil, overlain by dark brown ì,,,,,
ID,42,,,,,,GLT,,,0,Ge,,1,kaa,,,,,,,iqs,,,,,,,Gleysol Thionik,Deep, very poorly drained, gray silty clay of marine origin under ì,,,,,
ID,43,,,,,,RGD,,,0,,,1,,,,,,,,,,,,IH,,UD,,Deep, somewhat excessively drained, brownish yellow coarse sand, ì,,,,
ID,44,,,,,,CMO,,,0,,,1,,,,,,,,,,,,,,,,Deep, well drained, reddish brown silty clay loam, overlain by a ì,,,,
ID,45,,,,,,CMO,,,0,,,1,,,,,,,,,,,,,,,,Moderately deep, well drained, brown loam with a dark brown silt ì,,,,,
ID,46,,,,,,CMD,,,0,,,1,,,,,,,,,,,,,,,,Deep, well drained, red silt loam, overlain by a very dark ì,,,,
ID,47,,,,,,ACH,,,0,,,1,,,,,,,,,,,,,,,,Deep, well drained, reddish yellow sandy clay, with a brownish ì,,,,
ID,48,,,,,,ACG,,,0,,,1,,,,,,,,,,96,34,IH,,,,Very deep, imperfectly drained, brownish yellow clayey soil with ì,,,,,
IE,1,PZ,ha,,,,PZh,,,1,Po,,1,cde,ty,,,,,,soa,AA,62,34,ME,,UD,Brown Podzol, Screen Series,,10/24/03 12:00 AM,OSP,,,,
IE,2,PZ,ha,,,,PZh,lu,,1,Po,,1,cde,ul,,,,,,soa,UL,62,34,ME,,UD,Podzolised gray-brown podzolic soil,,10/24/03 12:00 AM,OSP,,,,,
IE,6,LV,ab,ct,dy,,ALh,,,1,Ao,,1,,,,,,,,ada,AA,68,34,ME,,UD,Grey-brown podzolic soil, Mortarstown Series,,10/29/03 12:00 AM,OSP,,,,
IE,7,LV,ab,ct,dye,,LVa,,,1,La,,1,,,,,,,,ada,AA,68,34,ME,,UD,Gray-brown podzolic soil, Kellistown Series,,10/30/03 12:00 AM,OSP,,,,
IE,9,PZ,pi,,,,PZH,pl,,1,Pp,,1,cda,ty,,,,,,shp,AA,62,34,ME,,UD,Peaty iron-pan podzol,A topsoil, rich in organic matter, overlies a well-developed ì,,,,,
IE,10,PH,sl,,,,PHh,si,,1,Hh,,1,,,,,,,,,,,,,,,Brown earth,,10/30/03 12:00 AM,OSP,,,,,
IE,11,LV,gl,ab,dye,,LVg,ab,,1,Lg,,1,,,,,,,,aqo,AE,126,34,ME,,,Podzolic Gley, Howardstown Series,,10/30/03 12:00 AM,OSP,,,,
IE,12,GL,his,dy,,,GLu,si,,1,Gh,,1,,,,,,,,iqh,HI,96,34,ME,,AQ,Gley, Abbeyfeale Series,,10/31/03 12:00 AM,OSP,,,,
IN,1,,,,,,CMC,fl,,0,Be,,1,,,,,,,,iou,AA,106,34,HT,,US,Juglaon sandy loam,,03/09/95 12:00 AM,,,,,,
IN,2,,,,,,CME,fl,,0,Be,,1,,,,,,,,iou,UD02,106,34,HT,,US,Jamuna loam,The ochric A horizon (FAO, 1988) / ochric epipedon has been ì,,,,,,
IN,3,,,,,,ACH,or,,0,Af,,1,hdf,kh,,,,,,uua,OX,96,34,HT,,US,Beldanga sandy loam,,03/09/95 12:00 AM,,,,,,
IN,4,,,,,,SCG,so,IN,0,Zg,SO,1,kac,ty,,,,,,iqa,AA,106,34,HT,,AQ,Canning silty loam,,03/09/95 12:00 AM,,,,,,
IN,5,,,,,,CMD,or,,0,Bd,,1,,,,,,,,ioy,AA,106,34,TH,,UD,Brown hill soil,,03/09/95 12:00 AM,,,,,,
IN,6,,,,,,LVX,pa,,0,Ne,,1,jcf,ty,,,,,,aub,UD02,126,28,IH,,US,Dyavapatna sandy clay loam,,03/09/95 12:00 AM,,,,,,
IN,7,,,,,,LVX,pa,,0,Ne,,1,jcf,rh,,,,,,aub,UD02,126,34,IH,,US,Channasandra sandy clay loam,,03/09/95 12:00 AM,,,,,,
IN,8,,,,,,VRK,or,GI,0,Vc,,1,ved,ud,,,,,,vur,UD02,126,37,IH,,US,Deep black soil,,03/09/95 12:00 AM,,,,,,
IN,9,,,,,,LXF,pa,,0,Lf,,1,jcf,ka,,,,,,aub,OX,126,28,IH,,US,Hoskote sandy clay loam,,02/18/96 12:00 AM,,,,,,
IN,10,,,,,,VRK,pe,,0,Vp,,1,vee,ud,,,,,,vul,UD02,124,37,IH,,US,Saongi clay,,03/09/95 12:00 AM,,,,,,
IN,11,,,,,,CLH,so,,0,Xk,SO,1,,,,,,,,dok,AA,96,5,IH,,AR,Itigi clay loam,,08/16/96 12:00 AM,,,,,,
IN,12,,,,,,VRK,or,GI,0,Vc,,1,ved,ud,,,,,,vur,UD02,126,37,IH,,US,Medium black soil,,02/26/96 12:00 AM,,,,,,
IT,1,,,,,,,,,0,Bd,,0,,,,,,,,io,,68,,ME,,XE,Brown soil,,,,,,,,
IT,2,,,,,,,,,0,Ao,,0,,,,,,,,aur,UL,,,ME,,XE,Reddish brown soil,,,,,,,,
IT,3,,,,,,,,,0,,,0,,,,,,,,,,114,,ME,,XE,,,,,,,,,
IT,4,,,,,,,,,0,Lc,,0,,,,,,,,axr,,114,28,ME,,XE,Reddish-brown soil,,,,,,,,
IT,5,,,,,,,,,0,,,0,,,,,,,,,TH04,80,,ME,,XE,,,,,,,,,
IT,6,,,,,,,,,0,Hl,,0,,,,,,,,mxr,CU,114,,ME,,XE,Red mediterranean soil,,,,,,,,
IT,7,,,,,,,,,0,Hh,,0,,,,,,,,mxa,CU,114,,ME,,XE,Brown soil,,,,,,,,
IT,8,,,,,,,,,0,Lc,,0,,,,,,,,axr,UL,114,28,ME,,XE,'Reddish-brown soil(Mancini''66)',,,,,,,,
IT,9,,,,,,LVX,or,,0,Lc,,1,jdg,ul,,,,,,axa,AA,134,34,TH,,XE,Suolo rosso mediterranneo,,01/22/97 12:00 AM,,,,,,
IT,10,,,,,,CMX,fl,IN,0,Bc,,1,,,,,,,,iox,FL06,134,35,TH,,XE,Suolo rosso mediterraneo,,01/22/97 12:00 AM,,,,,,
IT,11,,,,,,VRe,or,,0,Vc,,1,vcc,ch,,,,,,vxr,PA10,126,34,TH,,XE,Vertisuolo,,01/24/97 12:00 AM,,,,,,
IT,12,,,,,,CMX,fl,,0,Bc,,1,,,,,,,,iox,FL06,134,35,TH,,XE,Suolo rosso mediterraneo,,01/24/97 12:00 AM,,,,,,
IT,13,,,,,,VRe,et,,0,Vc,,1,vcc,aq,,,,,,vxr,AQ06,134,34,TH,,XE,Vertisuolo,,01/22/97 12:00 AM,,,,,,
IT,14,,,,,,NTH,dy,,0,Nd,,1,hea,ty,,,,,,uxb,,114,34,TH,,XE,Suolo rosso mediterraneo,FAO 1988, 1994: Dystri-Haplic Nitisol ((Endovertic),01/22/97 12:00 AM,,,,,
IT,15,,,,,,LVV,ch,RU,0,Lc,,1,jdg,mo,,,,,,axr,AA,134,34,TH,,XE,Suolo rosso mediterraneo,,01/22/97 12:00 AM,,,,,,
IT,16,,,,,,ANZ,uh,,0,Th,,1,dgf,ad,,,,,,iny,AA,,34,ME,,UD,Andosuolo,,01/22/97 12:00 AM,,,,,,
IT,17,,,,,,CLH,ve,PH,0,Bk,PH,1,,,,,,,,iox,CA10,106,35,TH,,XE,Suolo bruno calcareo,,06/19/96 12:00 AM,,,,,,
JM,1,,,,,,ACU,,,0,Ah,,1,hbe,ty,,,,,,uhb,OR02,114,34,IH,,UD,Brunt Ground series,,06/28/94 12:00 AM,,,,,,
JM,2,,,,,,,,,0,Ne,,1,,,,,,,,adt,UL,134,34,IH,,UD,Copse Series,,,,,,,,
JM,3,,,,,,,,,0,Fa,,0,,,,,,,,ook,HA02,114,18,IH,,UD,St Annne clay loam,,,,,,,,
JM,4,,,,,,,,,0,Af,,0,,,,,,,,udb,AA,114,28,IH,,UD,Worthy Park series,,,,,,,,
JM,5,CM,hu,dy,,,CMu,dy,,1,Bh,,1,kfe,ty,,,,,,ioy,AA,80,34,ME,,UD,,,01/07/04 12:00 AM,OSP,,,,,
JM,6,CM,hu,dy,,,CMu,dy,,1,Bh,,1,kfe,ty,,,,,,ioy,AA,80,34,ME,,UD,,,01/07/04 12:00 AM,OSP,,,,,
JM,7,HS,fo,om,dy,,HSl,dy,,1,Od,,1,bad,ty,,,,,,hlt,AA,,,,,,,,01/07/04 12:00 AM,OSP,,,,,
JM,8,HS,fo,om,dy,,HSl,dy,,1,Od,,1,bad,ty,,,,,,hlt,AA,,,,,,,,01/07/04 12:00 AM,OSP,,,,,
JP,1,,,,,,,,,0,Gd,,0,,,,,,,,iqa,AA,126,,,,,Gleyed Ando Soil,Deep, well drained profile. Remarkably clear in eluviation and ì,,,,,,
JP,2,,,,,,ANU,,,0,Th,,0,,,,,,,,iny,AA,80,34,ME,,,Ando Soil,Thick very dark brown clay loam surface horizon with a high ì,,,,,,,
JP,3,,,,,,,,,0,Ge,,0,,,,,,,,evd,AQ06,,,,,,Brown Lowland Paddy Soil,Deep, well drained, brown profile. Strikingly clear in eluviation ì,,,,,
JP,4,,,,,,,,,0,Jd,,0,,,,,,,,evd,AA,,,,,,Brown Lowland Soil,A deep, well drained and brown profile. The whole profile is fine ì,,,,,,
KE,1,,,,,,NTR,dy,,1,Ah,,1,jcf,rh,,,,,,aub,RH,114,28,IH,,US,,FAO-Unesco (1974): ferric properties (CEC < 24 meq/100 g clay) ì,,,,,,,
KE,2,,,,,,ANM,,,0,Tm,,0,dgf,ty,,,,,,ine,AA,,,,,UD,,,10/20/99 12:00 AM,,,,,,
KE,3,,,,,,PLE,,SO,0,Ws,,0,jah,,,,,,,aqw,MO,,,,,AQ,,,10/20/99 12:00 AM,,,,,,
KE,4,,,,,,RGE,,,0,Rd,,0,,,,,,,,eou,AA,,,,,US,,,10/20/99 12:00 AM,,,,,,
KE,5,,,,,,CMD,,,0,Th,,0,,,,,,,,iny,HY,,,,,UD,,,10/20/99 12:00 AM,,,,,,
KE,6,,,,,,FRR,,,0,Fr,,0,,,,,,,,oue,,114,28,TH,,US,,,10/20/99 12:00 AM,,,,,,
KE,7,,,,,,CMO,,,0,Fh,,0,,,,,,,,oha,AA,114,28,TH,,US,,,10/20/99 12:00 AM,,,,,,
KE,8,AC,pf,ro,,,ACh,,,1,Nd,,1,hdc,rh,,,,,,uur,AA,126,34,IH,,US,,,01/08/04 12:00 AM,OSP,,,,,
KE,9,FR,ro,,,,FRr,eu,,1,Fr,,1,ecc,rh,,,,,,oue,RH,114,28,IH,,US,,,01/08/04 12:00 AM,OSP,,,,,
KE,10,,,,,,SNH,,,0,Ws,,0,jcc,ty,,,,,,aun,AA,,,,,US,,,10/20/99 12:00 AM,,,,,,
KE,11,,,,,,FRR,,,0,Fr,,0,jcd,rh,,,,,,oua,UL,68,28,IH,,US,,,10/20/99 12:00 AM,,,,,,
KE,12,,,,,,ACH,,,0,Ao,,0,jcd,ty,,,,,,aub,OX,,,,,US,,,10/20/99 12:00 AM,,,,,,
KE,13,,,,,,SNJ,,,0,Ws,,0,jcc,ar,,,,,,aun,AR,,,,,US,,,10/20/99 12:00 AM,,,,,,
KE,14,,,,,,PHL,ca,,0,Hl,,0,ife,ty,,,,,,mur,AA,,,,,US,,,10/20/99 12:00 AM,,,,,,
KE,15,,,,,,NTR,,,0,Nh,,0,jcf,rh,,,,,,aub,RH,114,28,IT,,US,,,10/21/99 12:00 AM,,,,,,
