ISO,ID,WRB_RG,WRB_Q1,WRB_Q2,WRB_Q3,WRB_Q4,FAO_88,FSUB_88,PHA_88,FAOSTAT_88,FAO_74,PHA_74,FAOSTAT,USGG_99,USSG_99,USTX_92,USMIN_92,STR_92,OTH_92,SMR_92,USGG_75,USSG_75,USTX,USMIN,STR,OTH,SMR,LOCAL,REMARKS,EDITDATE,VER,,,,,
PE,7,,,,,,CMD,,,0,Bf,,0,,,,,,,,,,118,34,IH,,UD,,,03/20/95 12:00 AM,,,,,,
PE,8,,,,,,ACH,,,0,Bd,,0,,,,,,,,ity,AA,114,28,IH,,UD,,,12/04/94 12:00 AM,,,,,,
PE,9,,,,,,CME,eu,,0,Be,,1,,,,,,,,ite,AA,126,37,IH,,UD,,,03/20/95 12:00 AM,,,,,,
PE,10,,,,,,CMO,,,0,Bf,,1,,,,,,,,,,126,28,IH,,UD,Suelo Carretera,,03/20/95 12:00 AM,,,,,,
PE,11,,,,,,LXH,,,0,Bf,,1,jee,ty,,,,,,,,86,34,IH,,UD,,,03/20/95 12:00 AM,,,,,,
PE,12,AL,gl,st,,,ALg,st,,1,Ag,,1,hcc,aq,,,,,,udb,AQ06,114,37,IH,,UD,Tierra firme,,03/17/04 12:00 AM,OSP,,,,,
PE,13,AR,ab,dye,,,ARa,ed,,1,Qa,,1,lcc,ty,,,,,,esz,AA,,,IH,,UD,Altura,Giant Podzol,03/17/04 12:00 AM,OSP,,,,,
PE,14,AC,ar,pf,,,ACh,,,1,Ao,,1,hce,ar,,,,,,udb,AR,80,46,IH,,UD,Altura,,03/17/04 12:00 AM,OSP,,,,,
PE,15,AL,pf,dyh,cr,,ALh,,,1,Ao,,1,hce,ty,,,,,,udb,AA,114,37,IH,,UD,Terra firme,,03/18/04 12:00 AM,OSP,,,,,
PE,16,,,,,,CME,,,0,Be,,0,,,,,,,,iou,AA,96,34,IM,,US,Suelo Tarata,,03/20/95 12:00 AM,,,,,,
PE,17,,,,,,ARH,,,0,Re,,0,lcb,ty,,,,,,eop,AA,,46,IT,,AR,,,03/21/95 12:00 AM,,,,,,
PE,18,,,,,,ARH,,,0,Re,,0,lcb,ty,,,,,,eop,AA,,32,IT,,AR,,,03/21/95 12:00 AM,,,,,,
PE,19,,,,,,PHC,,,0,Tm,,0,ifg,,,,,,,inv,MO,80,34,IT,,AR,,,03/21/95 12:00 AM,,,,,,
PE,20,,,,,,ARH,,,0,,,0,lcb,ty,,,,,,inv,AA,,34,IT,,AR,,,03/21/95 12:00 AM,,,,,,
PE,21,,,,,,FLC,,,0,Jc,,0,ldd,ty,,,,,,evp,AA,96,,IM,,AR,Suelo Moquegua.,,03/21/95 12:00 AM,,,,,,
PE,22,,,,,,CMX,,,0,Bc,,0,,,,,,,,itu,AA,96,34,IM,,US,Suelo Pomacanchi,,03/21/95 12:00 AM,,,,,,
PE,23,,,,,,PHC,,,0,Hc,,0,ifg,fl,,,,,,mua,FN,126,35,IM,,US,Suelo Tinta.,,03/21/95 12:00 AM,,,,,,
PE,24,,,,,,CHK,,,0,Ck,,0,ifc,pa,,,,,,muk,TH,106,34,IM,,US,Suelo Petreria.,,03/21/95 12:00 AM,,,,,,
PE,25,,,,,,CHL,,,0,Ch,,0,ifg,cu,,,,,,mqk,AE,96,34,IM,,US,Suelo Lago.,,03/22/95 12:00 AM,,,,,,
PH,1,,,,,,,,,0,Th,,0,,,,,,,,iny,HY,115,,IH,,UD,Pili series,,,,,,,,
PH,2,,,,,,,,,0,Af,,0,,,,,,,,udb,AA,134,,IH,,UD,Sevilla series,,,,,,,,
PH,3,,,,,,,,,0,Ge,,0,,,,,,,,iqt,VE02,126,37,IH,,US,Bantog series,,,,,,,,
PH,4,,,,,,,,,0,Be,,0,,,,,,,,itu,FL06,106,34,IH,,US,Quingua series,,,,,,,,
PH,5,,,,,,,,,0,Vp,,0,,,,,,,,vul,UD02,114,37,IH,,US,Bigaa series,,,,,,,,
PH,6,,,,,,,,,0,Gd,,0,,,,,,,,iqt,,114,,IH,,UD,,,,,,,,,
PK,1,,,,,,,,,0,,,0,,,,,,,,dom,US08,126,34,HT,,AR,Pacca soil series,,,,,,,,
PK,2,,,,,,,,,0,,,0,,,,,,,,dos,AA,126,34,HT,,AR,Pitafi series,,,,,,,,
PK,3,,,,,,,,,0,,,0,,,,,,,,dra,US08,106,34,HT,,US,Bhalwal series,,,,,,,,
PK,4,,,,,,,,,0,,,0,,,,,,,,aun,AA,80,34,HT,,US,Eminabad series,,,,,,,,
PK,5,,,,,,,,,0,,,0,,,,,,,,aua,UD02,106,34,HT,,US,Guliana series,,,,,,,,
PK,6,,,,,,,,,0,,ST,0,,,,,,,,mda,AA,106,34,ME,,UD,Murree series,,,,,,,,
PL,1,,,,,,,,,0,Je,,0,,,,,,,,,,,,,,,Mada brunatna /pylowa,Brief description of the profile. A deep greyish brown silty clay ,,,,,,,
PL,2,,,,,,,,,0,Je,,0,,,,,,,,,,,,,,,Mada brunatna pylowa (l+/),,,,,,,,
PL,3,,,,,,,,,0,E,,0,,,,,,,,,,,,,,,Redzina kredowa,A black deep loamy Al horizon with light grey splinters of chalk ì,,,,,,,
PL,4,,,,,,,,,0,E,,0,,,,,,,,,,,,,,,Redzina gipsowa,A shallow black loamy Al horizon passes into a dark grey-yellow ì,,,,,,,
PL,5,,,,,,,,,0,Hh,,0,,,,,,,,,,,,,,,Czarnoziem wlasciwy,A very deep black Al horizon of loess passes into a shallow ì,,,,,,,
PL,6,AB,eun,sl,,,PDe,si,,1,De,,1,jei,ty,,,,,,adg,AA,106,34,ME,,UD,Gleba plowa wlasciwa,A dark grey Al horizon passes into a light yellow A3-horizon of ì,,,,,,,
PL,7,,,,,,,,,0,Lg,,0,,,,,,,,,,,,,,,Gleba opadowo glejowa/pseudogl,A grey loamy sand Alp-horizon passes into a light dark ì,,,,,,,
PL,8,,,,,,,,,0,Hh,,0,,,,,,,,,,,,,,,Czarna ziemia kujawska,A deep black grey silty loam Alp-horizon passes into a black ì,,,,,,,
PL,9,,,,,,,,,0,Je,,0,,,,,,,,,,,,,,,Mada rzeczna/brunatna,A dark brown Alp-horizon of silty clay passes into brown and iron ì,,,,,,,
PL,10,,,,,,,,,0,Be,,0,,,,,,,,,,,,,,,Gleba brunatna Wlasciwa,A dark brown Alp-horizon of loam passes sharply into a brown ì,,,,,,,
PL,11,,,,,,,,,0,Be,,0,,,,,,,,,,,,,,,Gleba brunatna wlasciwa lesna,A tiny litter layer (leaves) passes sharply into a grey black ì,,,,,,,
PL,12,,,,,,,,,0,Po,,0,,,,,,,,,,,,,,,Bielica wlasciwa,A very shallow dark brown humus layer passes into a shallow dark ì,,,,,,,
PL,13,,,,,,,,,0,Lg,,0,,,,,,,,,,,,,,,Gleba plowa odgornie oglejona,A grey Alp-horizon of loamy sand passes sharply into a light grey ì,,,,,,,
PL,14,,,,,,,,,0,Qb,,0,,,,,,,,,,,,,,,Gleba rdzawa wlasciwa,Below a dark grey sandy Alp-horizon there is a BFe-horizon with a ì,,,,,,,
RO,1,,,,,,,,,0,Bd,,0,,,,,,,,ioy,AA,,,,,,Typic acid brown soil,,05/04/94 12:00 AM,,,,,,
RO,2,,,,,,CHK,vm,,0,Ck,,1,iff,ty,,,,,,muv,AA,106,35,ME,,US,Vermic Chernozem,,01/29/96 12:00 AM,,,,,,
RO,3,,,,,,,,,0,Lo,,1,,,,,,,,mda,AQ06,,,,,,Gray Brown Podzolic Soil,,05/03/94 12:00 AM,,,,,,
RO,4,,,,,,,,,0,Cl,,0,,,,,,,,mur,PA,,,,,,Degraded chernozem,,05/03/94 12:00 AM,,,,,,
RO,5,,,,,,,,,0,Ch,,0,,,,,,,,mua,AA,,,,,,Leached chernozem,,05/03/94 12:00 AM,,,,,,
RO,6,,,,,,,,,0,Lc,,0,,,,,,,,adb,MO,,,,,,Reddish Brown Forest Soil,,05/03/94 12:00 AM,,,,,,
RO,7,,,,,,,,,0,Dg,,0,,,,,,,,aqg,AE,,,,,,Low Humic Gley,,05/04/94 12:00 AM,,,,,,
RO,8,,,,,,,,,0,We,,0,,,,,,,,aqw,AE,,,,,,Planosol with surf. water gley,,05/04/94 12:00 AM,,,,,,
RO,9,,,,,,,,,0,Kh,,0,,,,,,,,mua,EN,,,,,,Chestnut Steppe Soil,,05/04/94 12:00 AM,,,,,,
RO,10,,,,,,,,,0,Be,,0,,,,,,,,ioe,RE,,,,,,Brown Forest Soil,,05/04/94 12:00 AM,,,,,,
RO,11,,,,,,,,,0,Pl,,0,,,,,,,,soc,AA,,,,,,Typic Podzolic Brown Soil,,05/04/94 12:00 AM,,,,,,
RU,2,PZ,gl,cb,hif,,PZg,fh,,1,Pg,,1,caa,hi,,,,,,sqc,HI,62,46,CR,,AQ,Peaty-podzolic illuvial-humus soil,,03/04/04 12:00 AM,OSP,,,,,
RU,3,,,,,,,,,0,,,0,,,,,,,,,,,,,,,Strongly podzolic loamy soil on boulder loam,,,,,,,,
RU,4,PZ,cb,,,,PZc,,,1,Ph,,1,cbc,ty,,,,,,shc,AA,62,46,CR,,UD,Sandy illuvial-humus soil,,03/04/04 12:00 AM,OSP,,,,,
RU,5,,,,,,,,,0,Mo,,1,,,,,,,,mbr,MO,96,35,,,,Grey Forest Soil,,,,,,,,
RU,6,,,,,,,,,0,Ck,,0,,,,,,,,mbv,AA,126,,,,,Typical Chernozem,,,,,,,,
RU,8,KS,cc,sl,am,,KSk,si,,1,Kk,,1,ifc,ty,,,,,,muk,AA,96,35,ME,,US,Dark chestnut loamy soil,,03/04/04 12:00 AM,OSP,,,,,
RW,1,,,,,,ANU,or,,0,Th,,0,dgc,th,,,,,,ine,UD02,10,,IT,,UD,,,01/08/97 12:00 AM,,,,,,
RW,2,,,,,,ANM,hu,,0,Tm,,1,dgc,ty,,,,,,ine,UD02,10,,IT,,UD,Bigogwe Series,,01/14/97 12:00 AM,,,,,,
RW,3,,,,,,FRH,,,0,Fr,,0,eea,hm,,,,,,oua,TR02,114,28,IH,,UD,Duha Series,,01/14/97 12:00 AM,,,,,,
RW,4,,,,,,LXH,hu,,0,Lf,,0,jee,mo,,,,,,adt,OX,115,28,IH,,UD,Masaka Series,,01/15/97 12:00 AM,,,,,,
RW,5,FR,ac,dyh,,,ACh,fa,,1,Fx,,1,eed,ty,,,,,,oua,TR02,114,28,IH,,US,,,03/23/04 12:00 AM,OSP,,,,,
RW,6,,,,,,,,,0,Ah,,0,,,,,,,,uht,,114,,,,,,,,,,,,,
RW,7,,,,,,,,,0,Fh,,0,,,,,,,,uhs,HU06,126,28,IT,,UD,,,,,,,,,
RW,8,,,,,,,,,0,Fh,,0,,,,,,,,ohs,AA,114,28,IT,,UD,,,,,,,,,
RW,9,,,,,,,,,0,Ah,,0,,,,,,,,uhs,,114,28,IT,,UD,,,,,,,,,
RW,10,,,,,,,,,0,Ah,,0,,,,,,,,ohs,AA,115,28,IT,,UD,,,,,,,,,
SE,1,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,
SE,2,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,
SE,3,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,
SE,4,,,,,,,,,0,Rc,,1,,,,,,,,esd,AA,62,4,,,UD,Pararendzina,,,,,,,,
SE,5,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,
SE,6,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,
SE,7,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,
SE,8,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,
SE,9,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,
SE,10,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,
SE,11,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,
SE,12,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,
SE,13,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,
SE,14,,,,,,,,,0,Rd,,0,,,,,,,,esc,AA,,,,,,Lichen Podzol (Tamm, 1927 ?),,,,,,,
SE,15,,,,,,,,,0,Ph,,0,,,,,,,,shf,,50,,,,,Humus Podzol,,,,,,,,
SE,16,,,,,,,,,0,Po,,0,,,,,,,,soc,AA,80,,,,,Iron Podzol (Tamm,1930, 1950),,,,,,
SE,17,,,,,,,,,0,Pg,,0,,,,,,,,sqc,AA,62,,,,,Iron Humus Podzol,,,,,,,,
SE,18,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,
SE,19,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,
SE,20,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,
SK,1,GL,sow,hum,cc,,GLm,cc,,1,Gm,,1,,,,,,,,mqa,AA,80,32,ME,,AQ,Typická ciernica,,05/23/03 12:00 AM,OSP,,,,,
SK,2,PH,sl,vm,,,PHh,si,,1,Hh,,1,,,,,,,,mdv,AA,106,34,ME,,UD,Hnedozemná Cernozem (Braunes Tschernosem),,05/23/03 12:00 AM,OSP,,,,,
SK,3,CH,cc,vm,,,CHk,vm,,1,Ck,,1,,,,,,,,muk,AA,106,37,ME,,UD,Illimerzovaná pôda,CLASSIFICATION ST75: Ustoll on the accountof the calcic horizon present, not because soil moisture regime is ustic !!!,06/11/03 12:00 AM,OSP,,,,
SK,4,LV,sl,ct,,,LVh,si,,1,Lo,,1,,,,,,,,ada,AA,96,34,ME,,UD,Illimerizovaná pôda,,06/11/03 12:00 AM,OSP,,,,,
SK,5,CH,sl,vm,,,CHh,vm,,1,Ch,,1,,,,,,,,mda,AA,106,35,ME,,UD,Cernozem,,06/12/03 12:00 AM,OSP,,,,,
SK,6,LV,sl,ct,,,LVh,si,,1,Lo,,1,,,,,,,,ada,AA,106,34,ME,,UD,Illimarizovaná pôda oglejená,,06/13/03 12:00 AM,OSP,,,,,
SK,7,GL,mo,,,,GLm,,,1,Gm,,1,,,,,,,,mqa,AE,96,35,ME,,AQ,Luznapôda (meadow soil),,06/13/03 12:00 AM,OSP,,,,,
SY,2,CL,sow,ye,,,CLh,,,1,Yk,,1,ffb,ty,,,,,,dok,AA,96,35,TH,,AR,,,03/29/04 12:00 AM,OSP,,,,,
SY,3,GY,cc,ye,,,GYk,,,1,Xy,,1,fdd,ty,,,,,,dog,AA,96,35,TH,,AR,Light Brown Desert Soil,,03/29/04 12:00 AM,OSP,,,,,
TG,1,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,
TH,1,,,,,,FLT,,,0,Jt,,1,kaa,ty,,,,,,iqt,SU,114,34,IH,,AQ,Hydromorphic alluvial soil,Clayey soil with clear horizonation due to conspicuous color ì,,,,,,,
TH,2,,,,,,VRK,,,0,Vp,,1,ved,ty,,,,,,vul,UD02,126,38,IH,,US,Grumusol, Lop Buri Series,Black, imperfectly drained clayey profile, showing narrow cracks ì,,,,
TH,3,,,,,,GLE,,,0,Bg,,1,,,,,,,,itu,FL02,68,34,IH,,US,Alluvial soil, Sapphaya series,The profile shows only faint colour contrasts. Dominant colours ì,,,,,,
TH,4,,,,,,GLE,or,IN,0,Ge,,1,,,,,,,,iqt,AA,134,34,IH,,AQ,Alluvial soil, Phimai Series,A poorly drained dark grey clayey profile with many distinct ì,,,,,,
TH,5,,,,,,LVH,,,0,Lo,,1,jch,ty,,,,,,,,80,34,IH,,US,Don Chedi series grey podsolic,A dark brown sandy loam with moderate fine crumb structure in the ì,,,,,,,
TH,6,,,,,,LVH,,,0,Lo,,1,jch,ty,,,,,,aua,AA,14,34,IH,,US,see classification remarks,A dark brown, loamy to silty clayey soil with fine to medium ì,,,,,,
TH,7,,,,,,LVX,,,0,Lc,,1,jch,ty,,,,,,aua,RH,114,34,IH,,US,Pak Chong ser. Red Brown Earth,A clayey yellowish red soil in the B horizon; well drained. The ì,,,,,,,
TH,8,,,,,,CMD,,,0,Bd,,1,,,,,,,,uua,AA,126,28,IH,,US,Reddish Brown Lateritic Soil,A deep, well drained, strongly acid clay soil with a very dark ì,,,,,
TH,9,,,,,,CMO,,,0,Bf,,1,,,,,,,,,,114,28,IH,,US,Tha Mai series, Red Latosol,A dark reddish brown clayey soil with a good drainage. It has a ì,,,,,,
TH,10,,,,,,FRP,,,0,Fp,,1,ece,pt,,,,,,oua,,114,28,IH,,US,Trat ser.,redd-br.laterit.soil,A well drained, reddish brown and yellowish red clayey soil with ì,,,,,
TH,11,,,,,,CMO,,,0,Bf,,1,,,,,,,,oue,AA,10,34,IH,,US,Si Racha series,A reddish brown sandy clay loam soil with weak horizon ì,,,,,,,
TH,12,,,,,,ACH,,,0,Af,,1,jcd,ty,,,,,,aub,OX,68,28,IH,,US,Yasothon series, Latosol,A deep, somewhat excessively drained profile showing a brown ì,,,,,
TH,13,,,,,,CMD,,,0,Bd,,1,,,,,,,,uua,AA,10,34,IH,,US,Korat series, Grey Podzolic,A moderately well drained, differently coloured sandy loam soil ì,,,,,
TJ,1,AT,ir,rg,,,ATc,,,1,Bk,,1,,,,,,,,,,,,,,,Serozem,,03/04/04 12:00 AM,OSP,,,,,
TR,1,,,,,,CLH,,,0,Bk,,1,,,,,,,,,,,,ME,,XE,Reddish-Brown Soil,Deep, reddish brown clay, derived from marl. The B horizon shows ì,,,,,
TR,2,,,,,,CLH,,,0,Bk,,1,,,,,,,,,,,,ME,,XE,Gypsiferous Brown Soil,Deep, reddish brown clay derived from gypsum. The topsoil has a ì,,,,,,
TR,3,,,,,,CMU,,,0,Hh,,1,,,,,,,,,,,,,,,Gray-Brown Podzolic Soil,Deep, brownish clay loam on Eogene clay deposits. The CEC-soil ì,,,,,,
TR,4,,,,,,ALH,,,0,Bd,,1,hcg,ty,,,,,,,,,,,,UD,Red-Yellow Podzolic Soil,Deep, reddish yellow clay, overlain by a clay loam top soil, ì,,,,
TR,6,,,,,,PHC,,,0,Be,,1,,,,,,,,,,,,,,,Chestnut Soil,Deep, dark grey clay derived from Neogene clayey deposits. ì,,,,,,
TR,7,,,,,,LVV,,,0,Lv,,1,jdg,vr,,,,,,,,,,,,XE,Reddish Brown Mediterranean Soil,Deep, reddish brown clay derived from basalt rock. Showing ì,,,,,,
TR,8,,,,,,CLH,ep,,0,Xk,,1,,,,,,,,dok,XE08,134,5,ME,,AR,Sierozem,Deep, moderately well drained greyish brown silty clay loam ì,,,,,,
TR,10,,,,,,CLL,,,0,Lk,,1,jde,cc,,,,,,,,,,,,,Red Mediterranean Soil,Deep, dark red clay derived from limestone. The B horizon bears ì,,,,,,
TR,11,,,,,,CLH,,,0,Bk,,1,,,,,,,,,,,,,,US,Brown Soil,Deep, pale brown silty loam derived from gravelly marl. The ì,,,,,,
TR,12,,,,,,CLH,,,0,Bk,,1,,,,,,,,,,,,,,,Brown Forest Soil,Deep, pale brown loamy soil derived from micaschist, showing lime ì,,,,,
TR,13,,,,,,LVX,,,0,Bc,,1,jde,ty,,,,,,,,,,,,,Noncalcic Brown Soil,Deep, red clay loam derived from Miocene gravel, sand and clay ì,,,,,
TR,14,,,,,,VRe,,,0,Vp,,1,vcb,ty,,,,,,vxl,AA,,,,,,Vertisol,A deep black clayey profile with a weak prismatic and blocky ì,,,,,,,
TR,15,,,,,,RGC,,,0,Rc,,1,ied,ty,,,,,,mr,VE02,,,,,,Rendzina,A very dark grey, clayey surface horizon with a medium granular ì,,,,,,
TR,16,,,,,,VRK,,,0,Xk,,0,vcb,ch,,,,,,iox,VE02,114,38,TH,,XE,Reddish Brown Soil,,06/01/95 12:00 AM,,,,,,
TR,17,,,,,,CLP,,,0,Xk,LI,0,,,,,,,,iox,PE04,126,35,TH,,XE,Brown Soil,,06/01/95 12:00 AM,,,,,,
TR,18,,,,,,VRK,,,0,Vc,,0,vcb,az,,,,,,,,126,38,TH,,XE,Reddish Brown Basaltic Soil,,06/01/95 12:00 AM,,,,,,
TR,19,,,,,,CMX,,,0,Bc,,0,,,,,,,,iox,AA,126,28,TH,,XE,Red Mediterranean Soils,,06/01/95 12:00 AM,,,,,,
UA,1,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,
UA,2,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,
US,1,PZ,ha,,,,PZh,,,1,Po,,1,cde,ty,,,,,,soa,AA,62,46,FR,,UD,Kalashka sand,Michigan State soil,04/13/04 12:00 AM,OSP,,,,,
US,2,AC,dyh,cr,,,ACh,ch,,1,Ao,,1,hcc,ty,,,,,,uda,OX,96,28,TH,,UD,Cecil sandy loam,North Carolina State soil,04/13/04 12:00 AM,OSP,,,,,
US,3,,,,,,,,,0,Ne,,0,,,,,,,,udb,AA,114,28,TH,,UD,,,,,,,,,
US,4,AC,ab,ap,fr,,ACf,ab,,1,Af,,1,hce,ty,,,,,,udb,AA,96,46,TH,,UD,Norfolk sandy loam,,04/13/04 12:00 AM,OSP,,,,,
US,5,AN,es,,,,ANh,hu,,1,Th,,1,dfb,ty,,,,,,ine,AA,10,,IT,,US,Kikoni silt loam,,04/13/04 12:00 AM,OSP,,,,,
US,6,AN,hy,dyh,,,ANh,hd,,1,To,,1,dgd,ty,,,,,,iny,HY,26,,IT,,UD,Kukaiau silty clay loam,,04/15/04 12:00 AM,OSP,,,,,
US,7,AN,hy,dyh,,,ANh,hd,,1,To,,1,dgd,ty,,,,,,inw,AA,26,,IH,,PU,Hilo silty clay loam,Hawaii State soil,04/15/04 12:00 AM,OSP,,,,,
US,8,,,,,,,,,0,Fr,,0,,,,,,,,op,AA,114,28,IH,,AR,Molokai Series,,,,,,,,
US,9,,,,,,FRR,lx,,0,Fr,,1,ecc,rh,,,,,,oue,TR02,134,28,IH,,US,Wahiawa Series,FAO-Unesco (1988): Lixi-Rhodic Ferralsol (Nitic),02/25/96 12:00 AM,,,,,,
US,10,,,,,,,,,0,Fh,,0,,,,,,,,ohg,AA,114,14,IT,,,Halii Series,,,,,,,,
US,11,DU,,,,,LVH,du,,0,Lo,MQ,1,jda,ab,,,,,,axd,AB,126,34,TH,,XE,San Joaquin loam,California State soil,04/15/04 12:00 AM,OSP,,,,,
US,12,RG,ca,,,,RGc,,,1,Rc,,1,lec,ty,,,,,,eox,AA,106,34,TH,nonacid,XE,Yolo silt loam,,04/15/04 12:00 AM,OSP,,,,,
US,13,CH,lv,sl,,,CHl,si,,1,Cl,,1,ife,ty,,,,,,mur,AA,106,34,ME,,US,Holdrege silt loam,Nebraska State soil,04/15/04 12:00 AM,OSP,,,,,
US,14,GY,,,,,GYK,,,0,Xl,,1,fef,ty,,,,,,dra,AA,96,34,FR,,AR,Acacio sandy loam, 0-1% slope,,10/05/95 12:00 AM,,,,,
US,15,LV,ab,ct,,,LVa,,,1,La,,1,jej,ty,96,34,ME,,UD,ada,AA,96,34,ME,,UD,Miami silt loam,Indiana State soil,04/16/04 12:00 AM,,,,,,
US,16,CH,cc,sl,vm,,CHk,si,,1,Ck,,1,iff,en,96,34,FR,,US,mbv,HA09,96,34,FR,,US,Singsass silt loam,,04/19/04 12:00 AM,OSP,,,,,
US,17,CR,tu,gl,st,,CMI,st,GE,1,Gx,,1,abb,ty,68,34,CR,nonacid,AQ,iqc,PE,88,34,CR,,AQ,Tanana silt loam, thawed & drained,,04/19/04 12:00 AM,OSP,,,,
US,18,FL,eu,,,,FLe,,,1,Je,,1,lde,ty,88,34,ME,nonacid,UD,evd,AA,88,34,ME,nonacid,UD,Hadley silt loam,,04/20/04 12:00 AM,OSP,,,,,
US,19,AB,eun,sl,,,PDe,si,,1,De,,1,,,,,,,,abe,AR34,80,37,,,UD,Itasca silt loam,,04/20/04 12:00 AM,OSP,,,,,
US,20,KS,cc,lv,,,KSk,lu,,1,Kk,,1,ifc,af,,,,,,mbr,AR34,126,37,,,US,Scobey clay loam,Montana State soil,04/21/04 12:00 AM,OSP,,,,,
US,21,PH,gl,lv,sl,,PHg,lu,,1,Hg,,1,ibe,ty,126,37,ME,,AQ,mqr,AA,126,37,IT,,AQ,Haig silty clay loam,,05/17/04 12:00 AM,OSP,,,,,
US,22,VR,,,,,,,,0,Vp,,1,ved,ud,126,37,TH,,US,vul,UD02,126,37,TH,,US,Houston Black clay,,05/19/04 12:00 AM,OSP,,,,,
US,23,VR,,,,,,,,0,Vp,,1,ved,ud,126,37,TH,,US,vul,UD02,126,37,TH,,US,Houston Black clay,,05/19/04 12:00 AM,OSP,,,,,
US,24,KS,cc,sow,am,,KSk,,,1,Kk,,1,ifc,ty,96,34,HT,,US,muk,AA,96,34,HT,,US,Hidalgo sandy clay loam,,05/19/04 12:00 AM,OSP,,,,,
US,25,PH,ha,,,,PHh,,,1,Hh,,1,igf,ty,96,34,ME,,UD,mda,AA,96,34,ME,,TO,Clarion loam,,05/19/04 12:00 AM,OSP,,,,,
US,26,SN,szw,du,cch,ad,SNk,du,,1,So,Z,1,fca,ng,126,37,ME,,AR,drj,AA,126,37,ME,,AR,Chilcott silt loam,,05/17/04 12:00 AM,OSP,,,,,
US,27,PZ,gl,dn,,,PZg,,,1,Pg,,1,cab,ar,,46,HT,ortstein,AQ,sqa,AE,62,46,HT,ortstein,AQ,Lawnwood sand,,05/19/04 12:00 AM,OSP,,,,,
US,28,LV,gl,ab,ct,dy,ALg,ab,,1,Ag,,1,jah,mo,126,37,ME,,AQ,aqw,MO,126,37,ME,,AQ,Cisne silt loam,,05/19/04 12:00 AM,OSP,,,,,
UY,1,,,,,,PLE,st,IN,0,We,SO,1,jah,ty,,,,,,aqw,AA,96,34,TH,,AQ,Planosol districo ocrico Fr,The colour-requirements for stagnic properties are not met.,,,,,,,
UY,2,,,,,,,,,0,Hl,,0,,,,,,,,,,,,,,,Brunosol Eutrico tipico LAc,,07/25/94 12:00 AM,,,,,,
UY,3,,,,,,,,,0,Hl,,0,,,,,,,,,,86,50,TH,,UD,Brunosol Subeutrico luvico,,12/14/94 12:00 AM,,,,,,
UY,4,,,,,,,,,0,Hh,LI,0,,,,,,,,,,,50,TH,,UD,Brunosol Subeutrico haplico,,12/05/94 12:00 AM,,,,,,
UY,5,,,,,,,,,0,Vp,,0,,,,,,,,,,,,TH,,UD,Vertisol Ruptico,,09/02/94 12:00 AM,,,,,,
UY,6,,,,,,VRK,ca,,0,Vp,,0,vfb,ch,,,,,,,,126,38,TH,,UD,Vertisol Ruptico,,03/30/95 12:00 AM,,,,,,
UY,7,,,,,,PLE,,,0,We,,0,,,,,,,,,,,,,,,Pradera arenosa de maxima lix.,,05/31/95 12:00 AM,,,,,,
UY,8,,,,,,VRe,,,0,Vc,,0,vee,en,,,,,,vdl,AA,114,37,HT,,UD,Itapebi - Tres Arboles,,12/22/94 12:00 AM,,,,,,
UY,9,,,,,,,,,0,Lo,,0,,,,,,,,,,,,,,,Tacuarembo,,12/22/94 12:00 AM,,,,,,
UY,10,,,,,,,,,0,Hl,,0,,,,,,,,,,,,,,,Brunosol Subeutrico Tipico Fr.,LITERATURE:,,,,,,,
VE,1,,,,,,,,,0,Ap,,0,,,,,,,,uqb,PL04,114,,IH,,AQ,,,,,,,,,
WS,1,,,,,,,,,0,Fo,,0,,,,,,,,ooa,EP,68,18,IH,,PU,Vaipouli series,,,,,,,,
WS,2,,,,,,,,,0,,,0,,,,,,,,evt,MO,126,40,IH,,,Falevao clay loam and clay,,,,,,,,
WS,3,,,,,,CMD,li,,0,Bd,LI,1,,,,,,,,ith,LI02,126,34,IH,,PU,Vailele clay and bouldery clay,,02/28/96 12:00 AM,,,,,,
WS,4,,,,,,,,,0,,,0,,,,,,,,,,,,,,,Falealili series,,07/15/94 12:00 AM,,,,,,
WS,5,,,,,,,,,0,,,0,,,,,,,,adf,MO,126,34,IH,,,Vini clay,,,,,,,,
