Wavelength	scorpipo.mn	std-	std+	scorpipo.st
1762	0.252310872	2.34E-01	2.71E-01	1.82E-02
1763	0.252571702	2.34E-01	2.71E-01	0.01822556
1764	0.252842337	2.35E-01	2.71E-01	1.82E-02
1765	0.253141582	2.35E-01	2.71E-01	1.82E-02
1766	0.253432035	2.35E-01	2.72E-01	1.81E-02
1767	0.253523082	2.35E-01	2.72E-01	0.018194331
1768	0.253651708	2.35E-01	2.72E-01	1.82E-02
1769	0.25398156	2.36E-01	2.72E-01	1.83E-02
1770	0.254248768	2.36E-01	2.73E-01	1.83E-02
1771	0.254318893	2.36E-01	2.73E-01	1.83E-02
1772	0.254452378	2.36E-01	2.73E-01	1.84E-02
1773	0.254703313	2.36E-01	2.73E-01	1.84E-02
1774	0.254932553	2.37E-01	2.73E-01	0.018390903
1775	0.255102098	2.37E-01	2.73E-01	1.84E-02
1776	0.255195469	2.37E-01	2.74E-01	1.83E-02
1777	0.255256683	2.37E-01	2.74E-01	1.83E-02
1778	0.255164862	2.37E-01	2.73E-01	1.83E-02
1779	0.25500989	2.37E-01	2.73E-01	1.83E-02
1780	0.255136907	2.37E-01	2.73E-01	1.82E-02
1781	0.255336851	2.37E-01	2.74E-01	1.82E-02
1782	0.255385935	2.37E-01	2.74E-01	1.83E-02
1783	0.255353868	2.37E-01	2.74E-01	1.84E-02
1784	0.25510186	2.37E-01	2.74E-01	1.84E-02
1785	0.254822731	2.36E-01	2.73E-01	1.85E-02
1786	0.254778236	2.36E-01	2.73E-01	1.84E-02
1787	0.254714638	2.36E-01	2.73E-01	1.84E-02
1788	0.254474878	2.36E-01	2.73E-01	1.83E-02
1789	0.254132092	2.36E-01	2.72E-01	1.82E-02
1790	0.253683537	2.36E-01	2.72E-01	1.80E-02
1791	0.253303945	2.35E-01	2.71E-01	0.017919211
1792	0.253072768	2.35E-01	2.71E-01	1.80E-02
1793	0.252713025	2.35E-01	2.71E-01	1.81E-02
1794	0.252056241	2.34E-01	2.70E-01	1.82E-02
1795	0.25142929	2.33E-01	2.70E-01	1.83E-02
1796	0.251389593	2.33E-01	2.70E-01	1.85E-02
1797	0.251137286	2.33E-01	2.70E-01	1.85E-02
1798	0.250245661	2.32E-01	2.69E-01	1.84E-02
1799	0.249488398	2.31E-01	2.68E-01	1.83E-02
1800	0.249051541	2.31E-01	2.68E-01	1.85E-02
1801	0.221448392	1.94E-01	2.49E-01	2.78E-02
1802	0.22093676	1.97E-01	2.45E-01	2.43E-02
1803	0.22276631	2.00E-01	2.45E-01	2.24E-02
1804	0.224066779	2.01E-01	2.48E-01	2.35E-02
1805	0.222795665	2.01E-01	2.45E-01	2.22E-02
1806	0.222176626	1.97E-01	2.47E-01	2.53E-02
1807	0.228638217	1.98E-01	2.59E-01	3.06E-02
1808	0.233287841	1.98E-01	2.68E-01	3.48E-02
1809	0.226957068	1.88E-01	2.66E-01	3.91E-02
1810	0.214854822	1.62E-01	2.68E-01	5.31E-02
1811	0.202512965	1.37E-01	2.68E-01	6.52E-02
1812	0.184890017	1.24E-01	2.46E-01	6.12E-02
1813	0.164313048	1.07E-01	2.21E-01	5.71E-02
1814	0.150905401	9.29E-02	2.09E-01	5.80E-02
1815	0.144407004	7.93E-02	2.10E-01	0.065100797
1816	0.135245085	6.67E-02	2.04E-01	6.85E-02
1817	0.132717907	4.83E-02	2.17E-01	0.084418923
1818	0.159491733	6.58E-02	2.53E-01	9.37E-02
1819	0.193739742	7.65E-02	3.11E-01	0.117237717
1820	0.193987861	6.30E-02	3.25E-01	0.131003067
1821	0.172232285	6.19E-02	2.83E-01	0.110375516
1822	0.15948531	4.39E-02	2.75E-01	0.11554502
1823	0.154046401	5.88E-03	3.02E-01	0.148162797
1824	0.146755785	-2.35E-02	3.17E-01	0.170211688
1825	0.171986476	-3.35E-02	3.78E-01	0.205524296
1826	0.1947961	-2.26E-02	4.12E-01	0.217432648
1827	0.171460792	-2.83E-02	3.71E-01	0.199781448
1828	0.206970021	-3.40E-02	4.48E-01	0.240961745
1829	0.297314823	-4.65E-03	5.99E-01	0.301963866
1830	0.365156531	-1.55E-02	7.46E-01	0.380636454
1831	0.364616752	-9.55E-02	8.25E-01	0.460072458
1832	0.639739096	-2.32E-01	1.51E+00	0.871802568
1833	0	0.00E+00	0.00E+00	0
1834	0	0.00E+00	0.00E+00	0
1835	0	0.00E+00	0.00E+00	0
1836	45.39810562	-3.76E+01	1.28E+02	82.95879364
1837	19.18206406	-1.46E+01	5.30E+01	33.81599045
1838	13.53119564	-4.78E+00	3.18E+01	18.31232452
1839	1.384426475	-3.95E-01	3.16E+00	1.779663801
1840	0.396378815	-1.78E-01	9.71E-01	0.574697137
1841	0.193730757	-2.90E-02	4.16E-01	0.222746342
1842	0.21315366	-5.48E-02	4.81E-01	0.267972887
1843	0.629266858	5.50E-02	1.20E+00	0.574306607
1844	6.953873634	-2.51E+00	1.64E+01	9.461784363
1845	0	0.00E+00	0.00E+00	0
1846	4.382135391	-9.83E-01	9.75E+00	5.36514473
1847	0.745323122	-9.65E-02	1.59E+00	0.841821611
1848	0.337721318	-1.20E-01	7.95E-01	0.45761919
1849	0.223441586	-1.05E-01	5.52E-01	0.328906447
1850	0.206062824	-1.05E-01	5.17E-01	0.310581177
1851	0.185349613	-2.04E-01	5.75E-01	0.389178962
1852	0.103324085	-3.85E-02	2.45E-01	0.141873568
1853	7.88E-02	-2.72E-02	1.85E-01	0.106015921
1854	0.140636519	-2.99E-02	3.11E-01	0.170539379
1855	0.236315861	-9.32E-02	5.66E-01	0.329565257
1856	0.211805508	-9.87E-02	5.22E-01	0.310522676
1857	0.141360357	-8.58E-02	3.69E-01	0.227164462
1858	0.156401709	-6.93E-02	3.82E-01	0.225688517
1859	0.506738722	-1.69E-01	1.18E+00	0.675290346
1860	4.305065632	-3.37E+00	1.20E+01	7.670519352
1861	0.824771166	-1.24E+00	2.89E+00	2.064077854
1862	0.277352631	-4.14E-01	9.69E-01	0.691311896
1863	0.184907064	-1.82E-01	5.52E-01	0.366994113
1864	0.163464814	-1.27E-01	4.54E-01	0.290790677
1865	0.24922654	-1.44E-01	6.42E-01	0.393205732
1866	0.448228091	-2.57E-01	1.15E+00	0.705583334
1867	0.282888144	-1.58E-01	7.24E-01	0.440945476
1868	0.175641388	-1.69E-01	5.20E-01	0.344247431
1869	0.133873269	-1.25E-01	3.93E-01	0.258885503
1870	0.121798389	-9.91E-02	3.43E-01	0.220905781
1871	0.12224742	-1.04E-01	3.49E-01	0.226555854
1872	0.112518378	-1.14E-01	3.39E-01	0.226875782
1873	0.121704429	-1.51E-01	3.95E-01	0.273151904
1874	0.134646058	-1.24E-01	3.94E-01	0.259041101
1875	0.136211559	-6.80E-02	3.40E-01	0.204191938
1876	0.122939833	-5.04E-02	2.96E-01	0.173317418
1877	0.130445689	-3.09E-02	2.92E-01	0.16130358
1878	0.225140721	-4.77E-02	4.98E-01	0.272822917
1879	0.571339071	-1.12E-01	1.25E+00	0.683181703
1880	0.985695243	-1.87E-01	2.16E+00	1.173017979
1881	0.628608465	-1.63E-01	1.42E+00	0.791903794
1882	0.302603483	-3.16E-01	9.21E-01	0.618255973
1883	0.140971214	-9.32E-02	3.75E-01	0.23419109
1884	0.117826849	-5.94E-02	2.95E-01	0.177186012
1885	0.135521188	-2.46E-03	2.74E-01	0.137983263
1886	0.193912938	-1.50E-02	4.03E-01	0.208895192
1887	0.275675207	-1.19E-01	6.70E-01	0.394615412
1888	0.259854734	-1.43E-01	6.62E-01	0.402621627
1889	0.214330375	-1.68E-01	5.96E-01	0.382145107
1890	0.160989687	-1.13E-01	4.35E-01	0.273667127
1891	0.148208454	-8.24E-02	3.79E-01	0.230592906
1892	0.201724857	-3.04E-02	4.34E-01	0.232160002
1893	0.259884834	-6.72E-02	5.87E-01	0.327131838
1894	0.309606105	7.74E-05	6.19E-01	0.309528708
1895	0.404767931	6.15E-02	7.48E-01	0.343263805
1896	0.234194189	2.14E-02	4.47E-01	0.212755963
1897	0.137316346	-3.06E-02	3.05E-01	0.1679326
1898	0.107733451	-4.18E-02	2.57E-01	0.14954783
1899	8.40E-02	-9.76E-03	1.78E-01	9.38E-02
1900	8.93E-02	-9.19E-02	2.71E-01	0.181212187
1901	0.240783378	-2.87E-01	7.68E-01	0.527378023
1902	0.817505598	-1.26E+00	2.89E+00	2.074863434
1903	1.042150378	-1.25E+00	3.33E+00	2.290404558
1904	2.739603043	-4.43E+00	9.91E+00	7.170927525
1905	0.229177356	-3.62E-01	8.20E-01	0.591237128
1906	6.69E-02	-6.79E-02	2.02E-01	0.134755656
1907	8.28E-02	-2.93E-02	1.95E-01	0.112155713
1908	0.141542763	-5.94E-02	3.43E-01	0.200983465
1909	0.151501447	-7.51E-02	3.78E-01	0.226620808
1910	0.12951003	-5.73E-02	3.16E-01	0.186859697
1911	0.10240984	-1.17E-01	3.22E-01	0.219617561
1912	8.30E-02	-8.47E-02	2.51E-01	0.167662263
1913	6.53E-02	-5.75E-02	1.88E-01	0.122820497
1914	0.172688738	-1.71E-01	5.17E-01	0.344161779
1915	0.406356931	-4.26E-01	1.24E+00	0.832376063
1916	0.180413067	-1.09E-01	4.70E-01	0.28980121
1917	0.107485138	-4.53E-02	2.60E-01	0.152817979
1918	7.39E-02	-2.87E-02	1.77E-01	0.10261897
1919	4.72E-02	-1.75E-02	1.12E-01	6.47E-02
1920	3.37E-02	-1.20E-02	7.94E-02	4.57E-02
1921	4.24E-02	2.62E-03	8.22E-02	3.98E-02
1922	5.12E-02	-2.14E-03	1.05E-01	5.34E-02
1923	5.31E-02	-2.86E-04	1.06E-01	5.33E-02
1924	5.34E-02	-6.62E-03	1.13E-01	6.00E-02
1925	4.26E-02	-6.74E-03	9.19E-02	4.93E-02
1926	3.07E-02	-8.80E-03	7.01E-02	3.95E-02
1927	0.02827956	-6.35E-04	5.72E-02	2.89E-02
1928	0.032470342	5.25E-03	5.97E-02	0.02721997
1929	4.08E-02	5.49E-03	7.61E-02	3.53E-02
1930	5.53E-02	3.92E-03	1.07E-01	5.14E-02
1931	6.66E-02	3.31E-04	1.33E-01	6.63E-02
1932	6.77E-02	1.51E-02	1.20E-01	5.26E-02
1933	6.86E-02	1.58E-02	1.21E-01	5.28E-02
1934	7.17E-02	3.31E-02	1.10E-01	3.86E-02
1935	7.42E-02	4.01E-02	1.08E-01	3.41E-02
1936	7.77E-02	4.74E-02	1.08E-01	3.03E-02
1937	8.12E-02	5.30E-02	1.09E-01	2.82E-02
1938	8.49E-02	5.89E-02	1.11E-01	2.60E-02
1939	8.90E-02	6.26E-02	1.16E-01	2.65E-02
1940	9.30E-02	6.32E-02	1.23E-01	0.029823076
1941	9.74E-02	7.08E-02	1.24E-01	2.66E-02
1942	0.10102839	7.55E-02	1.27E-01	2.55E-02
1943	0.106866509	8.19E-02	1.32E-01	2.50E-02
1944	0.112023965	8.51E-02	1.39E-01	2.70E-02
1945	0.114070103	8.75E-02	1.41E-01	2.66E-02
1946	0.114967689	8.64E-02	1.44E-01	2.86E-02
1947	0.117345817	8.96E-02	1.45E-01	2.78E-02
1948	0.120759569	9.49E-02	1.47E-01	2.59E-02
1949	0.123055473	9.86E-02	1.47E-01	0.024433983
1950	0.1237344	1.02E-01	1.46E-01	2.19E-02
1951	0.124844253	1.04E-01	1.45E-01	2.06E-02
1952	0.12818639	1.10E-01	1.46E-01	1.81E-02
1953	0.13120079	1.14E-01	1.48E-01	0.017237201
1954	0.133858502	1.17E-01	1.50E-01	1.64E-02
1955	0.136200875	1.19E-01	1.54E-01	1.76E-02
1956	0.13871944	1.21E-01	1.56E-01	1.73E-02
1957	0.141028985	1.24E-01	1.59E-01	0.017509414
1958	0.143818215	1.26E-01	1.61E-01	1.73E-02
1959	0.146711648	1.30E-01	1.64E-01	1.69E-02
1960	0.148915187	1.32E-01	1.66E-01	1.70E-02
1961	0.150413051	1.33E-01	1.68E-01	1.75E-02
1962	0.15170303	1.34E-01	1.70E-01	1.81E-02
1963	0.153075397	1.35E-01	1.71E-01	1.76E-02
1964	0.154234797	1.37E-01	1.72E-01	1.73E-02
1965	0.155827537	1.40E-01	1.72E-01	1.58E-02
1966	0.157171041	1.42E-01	1.72E-01	1.47E-02
1967	0.157600731	1.43E-01	1.72E-01	1.44E-02
1968	0.15771395	1.43E-01	1.72E-01	0.014478556
1969	0.158405468	1.44E-01	1.73E-01	1.45E-02
1970	0.159531325	1.45E-01	1.74E-01	1.46E-02
1971	0.160508573	1.46E-01	1.75E-01	1.45E-02
1972	0.161418319	1.47E-01	1.76E-01	1.42E-02
1973	0.162327304	1.48E-01	1.76E-01	1.41E-02
1974	0.163708135	1.50E-01	1.78E-01	0.014186361
1975	0.164960146	1.51E-01	1.79E-01	1.44E-02
1976	0.166333929	1.52E-01	1.81E-01	1.48E-02
1977	0.167671159	1.52E-01	1.83E-01	1.53E-02
1978	0.16848509	1.53E-01	1.84E-01	1.54E-02
1979	0.169070691	1.54E-01	1.84E-01	1.54E-02
1980	0.169621646	1.54E-01	1.85E-01	1.54E-02
1981	0.170082346	1.55E-01	1.85E-01	1.54E-02
1982	0.170666814	1.55E-01	1.86E-01	0.015226113
1983	0.171420425	1.56E-01	1.86E-01	1.50E-02
1984	0.172005519	1.57E-01	1.87E-01	1.48E-02
1985	0.17217581	1.57E-01	1.87E-01	0.01493265
1986	0.172324538	1.57E-01	1.87E-01	1.52E-02
1987	0.172462448	1.57E-01	1.88E-01	1.51E-02
1988	0.172644034	1.58E-01	1.88E-01	1.50E-02
1989	0.173331633	1.58E-01	1.89E-01	1.52E-02
1990	0.174104601	1.59E-01	1.90E-01	1.55E-02
1991	0.174066857	1.59E-01	1.90E-01	1.55E-02
1992	0.173608735	1.58E-01	1.89E-01	1.52E-02
1993	0.173301309	1.58E-01	1.88E-01	0.015084627
1994	0.173140854	1.58E-01	1.88E-01	1.51E-02
1995	0.173133284	1.58E-01	1.88E-01	1.53E-02
1996	0.173100501	1.58E-01	1.88E-01	1.53E-02
1997	0.173018157	1.58E-01	1.88E-01	1.53E-02
1998	0.173354387	1.58E-01	1.89E-01	1.55E-02
1999	0.173937589	1.58E-01	1.90E-01	1.61E-02
2000	0.174147666	1.57E-01	1.91E-01	1.68E-02
2001	0.174239099	1.57E-01	1.92E-01	1.77E-02
2002	0.174406558	1.57E-01	1.92E-01	1.76E-02
2003	0.174472421	1.57E-01	1.92E-01	1.71E-02
2004	0.174507931	1.58E-01	1.91E-01	1.68E-02
2005	0.174678013	1.58E-01	1.92E-01	1.69E-02
2006	0.174884811	1.57E-01	1.92E-01	1.76E-02
2007	0.175321758	1.57E-01	1.93E-01	1.80E-02
2008	0.175654575	1.57E-01	1.94E-01	1.85E-02
2009	0.174898773	1.57E-01	1.92E-01	1.75E-02
2010	0.174105182	1.57E-01	1.91E-01	1.67E-02
2011	0.174239367	1.58E-01	1.90E-01	1.60E-02
2012	0.174501687	1.59E-01	1.90E-01	1.57E-02
2013	0.174562827	1.59E-01	1.90E-01	1.55E-02
2014	0.174726754	1.60E-01	1.90E-01	1.51E-02
2015	0.175198436	1.60E-01	1.90E-01	1.50E-02
2016	0.175534815	1.60E-01	1.91E-01	1.52E-02
2017	0.17557539	1.60E-01	1.91E-01	1.55E-02
2018	0.174874529	1.59E-01	1.90E-01	1.55E-02
2019	0.174238905	1.59E-01	1.90E-01	1.57E-02
2020	0.173979074	1.59E-01	1.89E-01	1.53E-02
2021	0.173771605	1.59E-01	1.89E-01	1.49E-02
2022	0.173158705	1.59E-01	1.88E-01	1.46E-02
2023	0.172501743	1.58E-01	1.87E-01	1.45E-02
2024	0.171730682	1.57E-01	1.87E-01	1.48E-02
2025	0.1711144	1.56E-01	1.86E-01	0.015135302
2026	0.170427442	1.55E-01	1.86E-01	1.53E-02
2027	0.169643238	1.54E-01	1.85E-01	0.015353462
2028	0.168705359	1.53E-01	1.84E-01	1.53E-02
2029	0.167508721	1.52E-01	1.83E-01	0.015335327
2030	0.166477069	1.51E-01	1.82E-01	1.53E-02
2031	0.165873528	1.51E-01	1.81E-01	1.50E-02
2032	0.165256277	1.50E-01	1.80E-01	0.014776275
2033	0.16448316	1.50E-01	1.79E-01	1.48E-02
2034	0.163731351	1.49E-01	1.79E-01	0.014935534
2035	0.163342059	1.48E-01	1.78E-01	1.50E-02
2036	0.162945867	1.48E-01	1.78E-01	1.50E-02
2037	0.16213353	1.47E-01	1.77E-01	1.50E-02
2038	0.161087707	1.46E-01	1.76E-01	1.50E-02
2039	0.159735277	1.45E-01	1.75E-01	1.49E-02
2040	0.15810363	1.43E-01	1.73E-01	0.014914877
2041	0.156729907	1.42E-01	1.72E-01	1.50E-02
2042	0.156061977	1.41E-01	1.71E-01	1.47E-02
2043	0.1553372	1.41E-01	1.70E-01	1.45E-02
2044	0.154641569	1.40E-01	1.69E-01	1.44E-02
2045	0.153899252	1.40E-01	1.68E-01	1.43E-02
2046	0.152624562	1.38E-01	1.67E-01	1.43E-02
2047	0.151171863	1.37E-01	1.65E-01	1.43E-02
2048	0.150200069	1.36E-01	1.65E-01	1.44E-02
2049	0.149409279	1.35E-01	1.64E-01	1.44E-02
2050	0.148752078	1.35E-01	1.63E-01	1.41E-02
2051	0.148225546	1.34E-01	1.62E-01	1.37E-02
2052	0.147509366	1.34E-01	1.61E-01	1.35E-02
2053	0.146640316	1.33E-01	1.60E-01	1.34E-02
2054	0.145777971	1.32E-01	1.59E-01	1.34E-02
2055	0.144806311	1.31E-01	1.58E-01	1.37E-02
2056	0.143813014	1.30E-01	1.58E-01	1.39E-02
2057	0.14324446	1.29E-01	1.57E-01	0.013874464
2058	0.142784506	1.29E-01	1.57E-01	1.38E-02
2059	0.142566726	1.29E-01	1.56E-01	1.36E-02
2060	0.142340541	1.29E-01	1.56E-01	1.36E-02
2061	0.141642377	1.28E-01	1.55E-01	1.35E-02
2062	0.140736505	1.27E-01	1.54E-01	1.35E-02
2063	0.139926463	1.27E-01	1.53E-01	1.33E-02
2064	0.139264017	1.26E-01	1.53E-01	1.33E-02
2065	0.138888776	1.25E-01	1.52E-01	1.35E-02
2066	0.138566747	1.25E-01	1.52E-01	1.38E-02
2067	0.138215646	1.24E-01	1.52E-01	1.40E-02
2068	0.137871042	1.24E-01	1.52E-01	0.0137229
2069	0.137497023	1.24E-01	1.51E-01	1.34E-02
2070	0.137022108	1.24E-01	1.50E-01	1.32E-02
2071	0.13652344	1.23E-01	1.50E-01	0.01305406
2072	0.136010617	1.23E-01	1.49E-01	1.29E-02
2073	0.13554655	1.23E-01	1.48E-01	1.28E-02
2074	0.135180324	1.22E-01	1.48E-01	1.27E-02
2075	0.134771839	1.22E-01	1.47E-01	1.26E-02
2076	0.134272024	1.21E-01	1.47E-01	1.28E-02
2077	0.13392356	1.21E-01	1.47E-01	1.32E-02
2078	0.133722439	1.20E-01	1.47E-01	1.33E-02
2079	0.133509099	1.20E-01	1.47E-01	0.01334865
2080	0.133297801	1.20E-01	1.47E-01	1.35E-02
2081	0.133260056	1.20E-01	1.47E-01	1.35E-02
2082	0.133144304	1.20E-01	1.47E-01	1.35E-02
2083	0.132780328	1.20E-01	1.46E-01	1.32E-02
2084	0.132430613	1.19E-01	1.45E-01	1.30E-02
2085	0.131843567	1.19E-01	1.45E-01	1.29E-02
2086	0.13115266	1.18E-01	1.44E-01	1.27E-02
2087	0.130740121	1.18E-01	1.43E-01	1.26E-02
2088	0.130356193	1.18E-01	1.43E-01	1.26E-02
2089	0.129994735	1.17E-01	1.43E-01	0.012548903
2090	0.129740298	1.17E-01	1.42E-01	1.24E-02
2091	0.129582509	1.17E-01	1.42E-01	1.24E-02
2092	0.129519999	1.17E-01	1.42E-01	1.25E-02
2093	0.129433066	1.17E-01	1.42E-01	1.25E-02
2094	0.129260272	1.17E-01	1.42E-01	1.26E-02
2095	0.129162386	1.17E-01	1.42E-01	1.26E-02
2096	0.129093125	1.17E-01	1.41E-01	1.23E-02
2097	0.128941447	1.17E-01	1.41E-01	1.21E-02
2098	0.128851622	1.17E-01	1.41E-01	1.22E-02
2099	0.128854036	1.17E-01	1.41E-01	1.23E-02
2100	0.128841624	1.16E-01	1.41E-01	1.25E-02
2101	0.128710791	1.16E-01	1.41E-01	1.27E-02
2102	0.128537029	1.16E-01	1.41E-01	1.26E-02
2103	0.128405914	1.16E-01	1.41E-01	1.25E-02
2104	0.128218174	1.16E-01	1.41E-01	1.25E-02
2105	0.127951041	1.16E-01	1.40E-01	1.24E-02
2106	0.127670005	1.15E-01	1.40E-01	1.24E-02
2107	0.127435803	1.15E-01	1.40E-01	1.24E-02
2108	0.127050236	1.15E-01	1.39E-01	1.23E-02
2109	0.126766264	1.14E-01	1.39E-01	1.23E-02
2110	0.126634106	1.14E-01	1.39E-01	1.22E-02
2111	0.126759008	1.15E-01	1.39E-01	1.22E-02
2112	0.126932099	1.15E-01	1.39E-01	1.21E-02
2113	0.127229869	1.15E-01	1.39E-01	1.20E-02
2114	0.127495795	1.15E-01	1.40E-01	1.21E-02
2115	0.127303854	1.15E-01	1.40E-01	1.22E-02
2116	0.127034009	1.15E-01	1.39E-01	0.012309143
2117	0.126995355	1.15E-01	1.39E-01	1.24E-02
2118	0.127065063	1.15E-01	1.40E-01	1.25E-02
2119	0.127102479	1.15E-01	1.40E-01	1.25E-02
2120	0.127164811	1.15E-01	1.40E-01	1.26E-02
2121	0.127275407	1.15E-01	1.40E-01	1.25E-02
2122	0.127195105	1.15E-01	1.40E-01	1.24E-02
2123	0.127064854	1.15E-01	1.40E-01	0.012443989
2124	0.127190426	1.15E-01	1.40E-01	1.26E-02
2125	0.127357453	1.15E-01	1.40E-01	1.27E-02
2126	0.127348095	1.15E-01	1.40E-01	1.27E-02
2127	0.127279103	1.15E-01	1.40E-01	1.27E-02
2128	0.127247944	1.15E-01	1.40E-01	1.25E-02
2129	0.127226874	1.15E-01	1.40E-01	1.24E-02
2130	0.12735647	1.15E-01	1.40E-01	1.23E-02
2131	0.127597764	1.15E-01	1.40E-01	1.21E-02
2132	0.127750412	1.15E-01	1.40E-01	1.24E-02
2133	0.12789385	1.15E-01	1.41E-01	1.28E-02
2134	0.127994806	1.15E-01	1.41E-01	1.28E-02
2135	0.128061563	1.15E-01	1.41E-01	1.26E-02
2136	0.128300294	1.16E-01	1.41E-01	1.25E-02
2137	0.128444269	1.16E-01	1.41E-01	1.25E-02
2138	0.128471479	1.16E-01	1.41E-01	1.25E-02
2139	0.128538132	1.16E-01	1.41E-01	0.01241105
2140	0.128635138	1.16E-01	1.41E-01	1.25E-02
2141	0.128842339	1.16E-01	1.41E-01	1.25E-02
2142	0.129011154	1.16E-01	1.42E-01	1.26E-02
2143	0.129028738	1.16E-01	1.42E-01	1.26E-02
2144	0.129039511	1.16E-01	1.42E-01	1.26E-02
2145	0.129178822	1.17E-01	1.42E-01	1.24E-02
2146	0.129347146	1.17E-01	1.42E-01	1.22E-02
2147	0.129454941	1.17E-01	1.42E-01	1.22E-02
2148	0.129709795	1.17E-01	1.42E-01	1.23E-02
2149	0.130067378	1.18E-01	1.42E-01	1.23E-02
2150	0.130414501	1.18E-01	1.43E-01	1.23E-02
2151	0.130919397	1.19E-01	1.43E-01	1.22E-02
2152	0.131432936	1.19E-01	1.44E-01	1.22E-02
2153	0.131923556	1.20E-01	1.44E-01	1.23E-02
2154	0.132601738	1.20E-01	1.45E-01	1.23E-02
2155	0.133247301	1.21E-01	1.46E-01	1.23E-02
2156	0.133494824	1.21E-01	1.46E-01	1.24E-02
2157	0.133635566	1.21E-01	1.46E-01	1.25E-02
2158	0.133673519	1.21E-01	1.46E-01	1.23E-02
2159	0.13378872	1.22E-01	1.46E-01	1.23E-02
2160	0.134058937	1.22E-01	1.47E-01	0.012495719
2161	0.134347141	1.22E-01	1.47E-01	1.28E-02
2162	0.134884879	1.22E-01	1.48E-01	0.01284873
2163	0.135418341	1.23E-01	1.48E-01	1.28E-02
2164	0.135843366	1.23E-01	1.49E-01	1.28E-02
2165	0.136289328	1.23E-01	1.49E-01	1.30E-02
2166	0.136669084	1.24E-01	1.50E-01	1.31E-02
2167	0.136872381	1.24E-01	1.50E-01	1.30E-02
2168	0.137236163	1.24E-01	1.50E-01	0.013008052
2169	0.137797877	1.25E-01	1.51E-01	1.29E-02
2170	0.138256431	1.25E-01	1.51E-01	0.01302967
2171	0.138670325	1.25E-01	1.52E-01	1.34E-02
2172	0.139075413	1.25E-01	1.53E-01	1.38E-02
2173	0.139330298	1.26E-01	1.53E-01	1.37E-02
2174	0.139542803	1.26E-01	1.53E-01	1.36E-02
2175	0.139962763	1.27E-01	1.53E-01	1.34E-02
2176	0.140479535	1.27E-01	1.54E-01	1.32E-02
2177	0.140682787	1.28E-01	1.54E-01	1.31E-02
2178	0.14072746	1.28E-01	1.54E-01	1.32E-02
2179	0.140877366	1.27E-01	1.54E-01	1.35E-02
2180	0.141056731	1.27E-01	1.55E-01	1.37E-02
2181	0.141428694	1.28E-01	1.55E-01	1.36E-02
2182	0.141910821	1.28E-01	1.55E-01	1.36E-02
2183	0.142385602	1.29E-01	1.56E-01	1.36E-02
2184	0.14271307	1.29E-01	1.56E-01	1.34E-02
2185	0.142960146	1.29E-01	1.57E-01	1.36E-02
2186	0.143166333	1.29E-01	1.57E-01	1.40E-02
2187	0.143328428	1.29E-01	1.57E-01	1.40E-02
2188	0.143475592	1.30E-01	1.57E-01	1.40E-02
2189	0.143698499	1.30E-01	1.58E-01	1.39E-02
2190	0.144236863	1.31E-01	1.58E-01	1.36E-02
2191	0.144809619	1.31E-01	1.58E-01	1.34E-02
2192	0.145130485	1.32E-01	1.59E-01	1.34E-02
2193	0.145449862	1.32E-01	1.59E-01	1.36E-02
2194	0.145847738	1.32E-01	1.60E-01	1.39E-02
2195	0.146184638	1.32E-01	1.60E-01	1.42E-02
2196	0.146313056	1.32E-01	1.61E-01	1.44E-02
2197	0.146525204	1.32E-01	1.61E-01	1.46E-02
2198	0.147123933	1.33E-01	1.62E-01	1.44E-02
2199	0.147765845	1.34E-01	1.62E-01	1.40E-02
2200	0.148031175	1.34E-01	1.62E-01	1.39E-02
2201	0.148295149	1.35E-01	1.62E-01	1.38E-02
2202	0.148575842	1.35E-01	1.62E-01	1.38E-02
2203	0.148731813	1.35E-01	1.63E-01	1.39E-02
2204	0.148800164	1.35E-01	1.63E-01	1.39E-02
2205	0.148980215	1.35E-01	1.63E-01	1.37E-02
2206	0.149397671	1.36E-01	1.63E-01	0.013801129
2207	0.150054216	1.36E-01	1.64E-01	1.39E-02
2208	0.150575131	1.37E-01	1.64E-01	1.38E-02
2209	0.150681064	1.37E-01	1.64E-01	1.38E-02
2210	0.15065597	1.37E-01	1.64E-01	1.38E-02
2211	0.150271147	1.36E-01	1.64E-01	1.41E-02
2212	0.149882734	1.36E-01	1.64E-01	1.43E-02
2213	0.149940223	1.36E-01	1.64E-01	1.42E-02
2214	0.150133982	1.36E-01	1.64E-01	1.41E-02
2215	0.150437832	1.36E-01	1.64E-01	1.40E-02
2216	0.150734141	1.37E-01	1.65E-01	1.40E-02
2217	0.150771573	1.37E-01	1.65E-01	0.014022627
2218	0.150692523	1.37E-01	1.65E-01	1.42E-02
2219	0.150353402	1.36E-01	1.65E-01	1.42E-02
2220	0.150148451	1.36E-01	1.65E-01	1.44E-02
2221	0.150182053	1.36E-01	1.65E-01	1.44E-02
2222	0.15004003	1.36E-01	1.64E-01	1.43E-02
2223	0.149787813	1.36E-01	1.64E-01	0.014013578
2224	0.149357408	1.36E-01	1.63E-01	1.37E-02
2225	0.148840398	1.35E-01	1.62E-01	1.36E-02
2226	0.148550987	1.35E-01	1.62E-01	0.013418305
2227	0.1483621	1.35E-01	1.62E-01	1.35E-02
2228	0.148166776	1.35E-01	1.62E-01	1.35E-02
