Wavelength	woodstrw.mn	std-	std+	woodstrw.st
828	0.184536636	1.43E-01	2.26E-01	4.19E-02
829	0.18488282	1.43E-01	2.27E-01	4.20E-02
830	0.185245082	1.43E-01	2.27E-01	4.21E-02
831	0.185542449	1.43E-01	2.28E-01	4.21E-02
832	0.185845837	1.44E-01	2.28E-01	4.22E-02
833	0.186194092	1.44E-01	2.28E-01	4.22E-02
834	0.186506212	1.44E-01	2.29E-01	4.23E-02
835	0.186857551	1.44E-01	2.29E-01	4.24E-02
836	0.187206328	1.45E-01	2.30E-01	0.042434324
837	0.187551498	1.45E-01	2.30E-01	0.042514481
838	0.18789275	1.45E-01	2.30E-01	4.26E-02
839	0.188203722	1.46E-01	2.31E-01	4.26E-02
840	0.188459337	1.46E-01	2.31E-01	4.27E-02
841	0.18887344	1.46E-01	2.32E-01	4.28E-02
842	0.189255863	1.46E-01	2.32E-01	4.28E-02
843	0.189587906	1.47E-01	2.32E-01	4.29E-02
844	0.189896703	1.47E-01	2.33E-01	4.30E-02
845	0.190222085	1.47E-01	2.33E-01	4.31E-02
846	0.190552548	1.47E-01	2.34E-01	4.31E-02
847	0.190858632	1.48E-01	2.34E-01	4.32E-02
848	0.191138491	1.48E-01	2.34E-01	4.32E-02
849	0.191460684	1.48E-01	2.35E-01	4.33E-02
850	0.191877857	1.49E-01	2.35E-01	4.34E-02
851	0.192204833	1.49E-01	2.36E-01	4.35E-02
852	0.192484215	1.49E-01	2.36E-01	4.35E-02
853	0.19275108	1.49E-01	2.36E-01	4.35E-02
854	0.193158865	1.50E-01	2.37E-01	4.36E-02
855	0.193559647	1.50E-01	2.37E-01	4.37E-02
856	0.193936646	1.50E-01	2.38E-01	4.38E-02
857	0.194310367	1.50E-01	2.38E-01	0.043886375
858	0.194622189	1.51E-01	2.39E-01	4.40E-02
859	0.194945127	1.51E-01	2.39E-01	4.40E-02
860	0.195285633	1.51E-01	2.39E-01	4.41E-02
861	0.195614129	1.51E-01	2.40E-01	4.42E-02
862	0.195978791	1.52E-01	2.40E-01	4.43E-02
863	0.196349159	1.52E-01	2.41E-01	4.44E-02
864	0.196687102	1.52E-01	2.41E-01	4.44E-02
865	0.196980208	1.53E-01	2.41E-01	4.44E-02
866	0.197296664	1.53E-01	2.42E-01	4.44E-02
867	0.197782397	1.53E-01	2.42E-01	4.45E-02
868	0.198134288	1.54E-01	2.43E-01	4.46E-02
869	0.198443606	1.54E-01	2.43E-01	4.47E-02
870	0.198781729	1.54E-01	2.44E-01	4.48E-02
871	0.199156478	1.54E-01	2.44E-01	4.49E-02
872	0.199513286	1.55E-01	2.44E-01	4.50E-02
873	0.199784279	1.55E-01	2.45E-01	4.50E-02
874	0.200077772	1.55E-01	2.45E-01	4.51E-02
875	0.200393558	1.55E-01	2.46E-01	4.52E-02
876	0.200738907	1.56E-01	2.46E-01	4.52E-02
877	0.201064706	1.56E-01	2.46E-01	4.53E-02
878	0.201415509	1.56E-01	2.47E-01	4.54E-02
879	0.201823771	1.56E-01	2.47E-01	4.55E-02
880	0.202197224	1.57E-01	2.48E-01	4.55E-02
881	0.202513859	1.57E-01	2.48E-01	4.56E-02
882	0.202822611	1.57E-01	2.48E-01	4.57E-02
883	0.203138724	1.57E-01	2.49E-01	4.58E-02
884	0.203481272	1.58E-01	2.49E-01	4.58E-02
885	0.20387125	1.58E-01	2.50E-01	4.59E-02
886	0.20426774	1.58E-01	2.50E-01	4.59E-02
887	0.204543114	1.59E-01	2.51E-01	4.60E-02
888	0.204944298	1.59E-01	2.51E-01	4.61E-02
889	0.205394819	1.59E-01	2.52E-01	4.62E-02
890	0.205715507	1.59E-01	2.52E-01	4.63E-02
891	0.206077933	1.60E-01	2.52E-01	4.64E-02
892	0.206457153	1.60E-01	2.53E-01	4.65E-02
893	0.20683533	1.60E-01	2.53E-01	4.66E-02
894	0.207158029	1.60E-01	2.54E-01	0.046733595
895	0.207447708	1.61E-01	2.54E-01	4.68E-02
896	0.207745388	1.61E-01	2.55E-01	4.69E-02
897	0.20818074	1.61E-01	2.55E-01	4.70E-02
898	0.208443537	1.61E-01	2.55E-01	4.70E-02
899	0.208697826	1.62E-01	2.56E-01	4.70E-02
900	0.209130749	1.62E-01	2.56E-01	4.70E-02
901	0.209473789	1.62E-01	2.57E-01	0.047075629
902	0.20988299	1.63E-01	2.57E-01	4.72E-02
903	0.210369259	1.63E-01	2.58E-01	4.73E-02
904	0.210858896	1.63E-01	2.58E-01	4.75E-02
905	0.211252093	1.64E-01	2.59E-01	4.76E-02
906	0.211595923	1.64E-01	2.59E-01	4.77E-02
907	0.211825415	1.64E-01	2.60E-01	0.047697227
908	0.21217081	1.64E-01	2.60E-01	4.77E-02
909	0.212561235	1.65E-01	2.60E-01	4.78E-02
910	0.212982163	1.65E-01	2.61E-01	4.79E-02
911	0.213246673	1.65E-01	2.61E-01	4.80E-02
912	0.213554159	1.65E-01	2.62E-01	4.81E-02
913	0.214016527	1.66E-01	2.62E-01	4.81E-02
914	0.214372098	1.66E-01	2.63E-01	4.82E-02
915	0.214751646	1.66E-01	2.63E-01	4.83E-02
916	0.215152457	1.67E-01	2.64E-01	4.84E-02
917	0.215414703	1.67E-01	2.64E-01	4.84E-02
918	0.215834558	1.67E-01	2.64E-01	4.86E-02
919	0.216290429	1.68E-01	2.65E-01	4.87E-02
920	0.216548756	1.68E-01	2.65E-01	4.88E-02
921	0.217076272	1.68E-01	2.66E-01	4.89E-02
922	0.217607945	1.69E-01	2.67E-01	4.89E-02
923	0.218045443	1.69E-01	2.67E-01	4.90E-02
924	0.218253672	1.69E-01	2.67E-01	4.91E-02
925	0.218540058	1.69E-01	2.68E-01	0.04920331
926	0.218987942	1.70E-01	2.68E-01	4.93E-02
927	0.219298154	1.70E-01	2.69E-01	0.04950086
928	0.219554111	1.70E-01	2.69E-01	0.049661897
929	0.219749287	1.70E-01	2.70E-01	4.98E-02
930	0.219903693	1.70E-01	2.70E-01	4.98E-02
931	0.220009178	1.70E-01	2.70E-01	4.98E-02
932	0.220130458	1.70E-01	2.70E-01	4.97E-02
933	0.220421493	1.71E-01	2.70E-01	4.96E-02
934	0.220024228	1.70E-01	2.70E-01	0.049578708
935	0.22016722	1.71E-01	2.70E-01	4.95E-02
936	0.221152291	1.72E-01	2.71E-01	4.94E-02
937	0.221451879	1.72E-01	2.71E-01	4.95E-02
938	0.221864909	1.72E-01	2.72E-01	4.97E-02
939	0.222351745	1.72E-01	2.72E-01	5.00E-02
940	0.222912088	1.73E-01	2.73E-01	5.02E-02
941	0.223348156	1.73E-01	2.74E-01	5.05E-02
942	0.223671913	1.73E-01	2.74E-01	0.050607692
943	0.22391513	1.73E-01	2.75E-01	5.06E-02
944	0.224201337	1.74E-01	2.75E-01	5.05E-02
945	0.224550873	1.74E-01	2.75E-01	5.04E-02
946	0.224935308	1.75E-01	2.75E-01	5.04E-02
947	0.224691108	1.74E-01	2.75E-01	5.04E-02
948	0.225021586	1.74E-01	2.76E-01	5.05E-02
949	0.225720972	1.75E-01	2.76E-01	5.08E-02
950	0.226096466	1.75E-01	2.77E-01	5.09E-02
951	0.22653538	1.76E-01	2.78E-01	5.10E-02
952	0.227013633	1.76E-01	2.78E-01	0.05105627
953	0.227442995	1.76E-01	2.79E-01	5.11E-02
954	0.227830529	1.77E-01	2.79E-01	5.11E-02
955	0.228172809	1.77E-01	2.79E-01	5.11E-02
956	0.228516802	1.77E-01	2.80E-01	5.12E-02
957	0.228761271	1.77E-01	2.80E-01	5.14E-02
958	0.22920163	1.78E-01	2.81E-01	5.15E-02
959	0.229723662	1.78E-01	2.81E-01	5.15E-02
960	0.229696825	1.78E-01	2.81E-01	5.15E-02
961	0.230269507	1.79E-01	2.82E-01	5.16E-02
962	0.230929464	1.79E-01	2.83E-01	5.17E-02
963	0.231169105	1.79E-01	2.83E-01	5.18E-02
964	0.231370211	1.80E-01	2.83E-01	5.19E-02
965	0.231771156	1.80E-01	2.84E-01	5.20E-02
966	0.232431382	1.80E-01	2.85E-01	5.21E-02
967	0.232365891	1.80E-01	2.84E-01	5.21E-02
968	0.232806846	1.81E-01	2.85E-01	5.22E-02
969	0.233550921	1.81E-01	2.86E-01	5.23E-02
970	0.233648896	1.81E-01	2.86E-01	5.25E-02
971	0.234081894	1.82E-01	2.87E-01	5.26E-02
972	0.234655753	1.82E-01	2.87E-01	5.26E-02
973	0.235092387	1.82E-01	2.88E-01	5.27E-02
974	0.235272601	1.83E-01	2.88E-01	5.27E-02
975	0.235416591	1.83E-01	2.88E-01	5.27E-02
976	0.235593691	1.83E-01	2.88E-01	5.28E-02
977	0.235942036	1.83E-01	2.89E-01	5.27E-02
978	0.23645328	1.84E-01	2.89E-01	5.27E-02
979	0.237154141	1.84E-01	2.90E-01	5.30E-02
980	0.237398848	1.84E-01	2.90E-01	5.31E-02
981	0.237723976	1.85E-01	2.91E-01	5.31E-02
982	0.238078505	1.85E-01	2.91E-01	5.32E-02
983	0.238372028	1.85E-01	2.92E-01	5.33E-02
984	0.238493547	1.85E-01	2.92E-01	5.33E-02
985	0.238750964	1.85E-01	2.92E-01	0.053301714
986	0.239261553	1.86E-01	2.93E-01	5.33E-02
987	0.239480048	1.86E-01	2.93E-01	5.36E-02
988	0.239618436	1.86E-01	2.93E-01	5.38E-02
989	0.239771351	1.86E-01	2.94E-01	5.39E-02
990	0.240511298	1.87E-01	2.94E-01	5.37E-02
991	0.240930572	1.87E-01	2.95E-01	5.38E-02
992	0.241225556	1.87E-01	2.95E-01	0.053854302
993	0.241781905	1.88E-01	2.96E-01	5.39E-02
994	0.241909161	1.88E-01	2.96E-01	5.40E-02
995	0.242144868	1.88E-01	2.96E-01	0.054180846
996	0.24265562	1.88E-01	2.97E-01	5.43E-02
997	0.24335663	1.89E-01	2.98E-01	5.44E-02
998	0.243747368	1.89E-01	2.98E-01	5.44E-02
999	0.243844181	1.89E-01	2.98E-01	5.44E-02
1000	0.244210839	1.90E-01	2.99E-01	5.45E-02
1001	0.25298357	1.91E-01	3.15E-01	6.22E-02
1002	0.253365308	1.91E-01	3.16E-01	0.062380563
1003	0.253803611	1.91E-01	3.16E-01	6.25E-02
1004	0.254100502	1.92E-01	3.17E-01	6.26E-02
1005	0.254278928	1.92E-01	3.17E-01	0.062473476
1006	0.254512131	1.92E-01	3.17E-01	6.25E-02
1007	0.254947245	1.92E-01	3.18E-01	6.26E-02
1008	0.255439192	1.93E-01	3.18E-01	6.28E-02
1009	0.255815893	1.93E-01	3.19E-01	6.28E-02
1010	0.256166518	1.93E-01	3.19E-01	6.28E-02
1011	0.25656575	1.94E-01	3.19E-01	6.29E-02
1012	0.256908298	1.94E-01	3.20E-01	6.29E-02
1013	0.25716874	1.94E-01	3.20E-01	6.30E-02
1014	0.25755015	1.94E-01	3.21E-01	0.063130334
1015	0.257868111	1.95E-01	3.21E-01	6.32E-02
1016	0.258079678	1.95E-01	3.21E-01	6.32E-02
1017	0.258554965	1.95E-01	3.22E-01	6.31E-02
1018	0.259122372	1.96E-01	3.22E-01	6.31E-02
1019	0.259588242	1.96E-01	3.23E-01	6.33E-02
1020	0.260035396	1.97E-01	3.23E-01	6.33E-02
1021	0.26053822	1.97E-01	3.24E-01	6.33E-02
1022	0.261045158	1.98E-01	3.24E-01	6.34E-02
1023	0.261419266	1.98E-01	3.25E-01	6.36E-02
1024	0.261667311	1.98E-01	3.25E-01	6.37E-02
1025	0.261892766	1.98E-01	3.26E-01	0.063703753
1026	0.262254596	1.99E-01	3.26E-01	6.37E-02
1027	0.262710869	1.99E-01	3.26E-01	6.37E-02
1028	0.263109624	1.99E-01	3.27E-01	6.39E-02
1029	0.263499469	1.99E-01	3.28E-01	0.064039834
1030	0.263907999	2.00E-01	3.28E-01	6.42E-02
1031	0.264288932	2.00E-01	3.29E-01	6.43E-02
1032	0.26473847	2.00E-01	3.29E-01	6.43E-02
1033	0.265256196	2.01E-01	3.30E-01	6.42E-02
1034	0.265688062	2.01E-01	3.30E-01	6.43E-02
1035	0.266016513	2.02E-01	3.30E-01	6.44E-02
1036	0.266363263	2.02E-01	3.31E-01	6.45E-02
1037	0.266750246	2.02E-01	3.31E-01	6.47E-02
1038	0.26717025	2.02E-01	3.32E-01	6.48E-02
1039	0.267558366	2.03E-01	3.32E-01	6.49E-02
1040	0.268008411	2.03E-01	3.33E-01	6.50E-02
1041	0.268483639	2.03E-01	3.34E-01	6.51E-02
1042	0.268943489	2.04E-01	3.34E-01	6.52E-02
1043	0.269385874	2.04E-01	3.35E-01	6.53E-02
1044	0.269778758	2.04E-01	3.35E-01	6.53E-02
1045	0.270232528	2.05E-01	3.36E-01	6.54E-02
1046	0.270640016	2.05E-01	3.36E-01	6.55E-02
1047	0.271042675	2.05E-01	3.37E-01	6.57E-02
1048	0.271495432	2.06E-01	3.37E-01	6.58E-02
1049	0.271917343	2.06E-01	3.38E-01	6.58E-02
1050	0.272273123	2.06E-01	3.38E-01	6.59E-02
1051	0.272600591	2.07E-01	3.39E-01	6.60E-02
1052	0.272916973	2.07E-01	3.39E-01	6.61E-02
1053	0.273175567	2.07E-01	3.39E-01	6.61E-02
1054	0.273502022	2.07E-01	3.40E-01	6.61E-02
1055	0.274043262	2.08E-01	3.40E-01	6.62E-02
1056	0.274592698	2.08E-01	3.41E-01	0.066403441
1057	0.275036573	2.08E-01	3.42E-01	6.67E-02
1058	0.275464028	2.09E-01	3.42E-01	6.69E-02
1059	0.275847346	2.09E-01	3.43E-01	6.70E-02
1060	0.276124001	2.09E-01	3.43E-01	6.70E-02
1061	0.276494682	2.09E-01	3.44E-01	6.70E-02
1062	0.276876181	2.10E-01	3.44E-01	6.71E-02
1063	0.277300775	2.10E-01	3.44E-01	6.71E-02
1064	0.277812272	2.11E-01	3.45E-01	6.73E-02
1065	0.278271854	2.11E-01	3.46E-01	0.067405604
1066	0.278590649	2.11E-01	3.46E-01	6.76E-02
1067	0.278880537	2.11E-01	3.47E-01	6.77E-02
1068	0.279215723	2.11E-01	3.47E-01	0.067762479
1069	0.27951315	2.12E-01	3.47E-01	6.78E-02
1070	0.279782683	2.12E-01	3.48E-01	0.067844883
1071	0.280146688	2.12E-01	3.48E-01	6.79E-02
1072	0.28058964	2.13E-01	3.49E-01	6.79E-02
1073	0.281007946	2.13E-01	3.49E-01	6.80E-02
1074	0.281330019	2.13E-01	3.49E-01	6.81E-02
1075	0.281644046	2.13E-01	3.50E-01	6.82E-02
1076	0.281968921	2.14E-01	3.50E-01	6.82E-02
1077	0.282188475	2.14E-01	3.50E-01	6.81E-02
1078	0.282507449	2.14E-01	3.51E-01	6.82E-02
1079	0.282980323	2.15E-01	3.51E-01	6.84E-02
1080	0.283405662	2.15E-01	3.52E-01	6.85E-02
1081	0.283730567	2.15E-01	3.52E-01	6.84E-02
1082	0.284119785	2.16E-01	3.52E-01	0.06837187
1083	0.284463972	2.16E-01	3.53E-01	6.86E-02
1084	0.284879178	2.16E-01	3.54E-01	0.068785734
1085	0.285271943	2.16E-01	3.54E-01	6.88E-02
1086	0.285632432	2.17E-01	3.54E-01	6.88E-02
1087	0.285990238	2.17E-01	3.55E-01	6.88E-02
1088	0.286416709	2.18E-01	3.55E-01	6.89E-02
1089	0.28682074	2.18E-01	3.56E-01	0.068968877
1090	0.287178993	2.18E-01	3.56E-01	6.90E-02
1091	0.287460417	2.18E-01	3.56E-01	6.90E-02
1092	0.287689686	2.19E-01	3.57E-01	6.90E-02
1093	0.288054407	2.19E-01	3.57E-01	6.90E-02
1094	0.288465977	2.19E-01	3.58E-01	6.91E-02
1095	0.288757622	2.20E-01	3.58E-01	0.069159061
1096	0.289003044	2.20E-01	3.58E-01	6.91E-02
1097	0.289383382	2.20E-01	3.59E-01	6.92E-02
1098	0.289837897	2.21E-01	3.59E-01	6.92E-02
1099	0.290235907	2.21E-01	3.60E-01	6.93E-02
1100	0.29072395	2.21E-01	3.60E-01	6.93E-02
1101	0.291129768	2.22E-01	3.60E-01	6.93E-02
1102	0.291344136	2.22E-01	3.61E-01	6.93E-02
1103	0.291568667	2.22E-01	3.61E-01	6.93E-02
1104	0.291889548	2.22E-01	3.61E-01	6.94E-02
1105	0.292180091	2.23E-01	3.62E-01	6.95E-02
1106	0.292349637	2.23E-01	3.62E-01	6.95E-02
1107	0.292527825	2.23E-01	3.62E-01	6.96E-02
1108	0.292750686	2.23E-01	3.62E-01	6.97E-02
1109	0.292996049	2.23E-01	3.63E-01	6.98E-02
1110	0.293342292	2.23E-01	3.63E-01	6.99E-02
1111	0.29379943	2.24E-01	3.64E-01	6.99E-02
1112	0.294115275	2.24E-01	3.64E-01	7.00E-02
1113	0.294227064	2.24E-01	3.64E-01	7.02E-02
1114	0.294465899	2.24E-01	3.65E-01	7.04E-02
1115	0.2949045	2.24E-01	3.65E-01	7.04E-02
1116	0.2954036	2.25E-01	3.66E-01	7.05E-02
1117	0.295919269	2.25E-01	3.66E-01	7.06E-02
1118	0.296463251	2.26E-01	3.67E-01	7.06E-02
1119	0.297045588	2.26E-01	3.68E-01	7.07E-02
1120	0.297662288	2.27E-01	3.68E-01	7.08E-02
1121	0.297971815	2.27E-01	3.69E-01	7.07E-02
1122	0.298246473	2.28E-01	3.69E-01	7.06E-02
1123	0.298684776	2.28E-01	3.69E-01	7.06E-02
1124	0.299209267	2.29E-01	3.70E-01	7.06E-02
1125	0.299764484	2.29E-01	3.70E-01	0.070654884
1126	0.300251216	2.29E-01	3.71E-01	7.08E-02
1127	0.300572455	2.30E-01	3.71E-01	7.08E-02
1128	0.300777376	2.30E-01	3.71E-01	7.07E-02
1129	0.30107981	2.30E-01	3.72E-01	7.07E-02
1130	0.301481366	2.31E-01	3.72E-01	7.09E-02
1131	0.301856637	2.31E-01	3.73E-01	7.10E-02
1132	0.302184492	2.31E-01	3.73E-01	7.11E-02
1133	0.302506357	2.31E-01	3.74E-01	7.11E-02
1134	0.302929938	2.32E-01	3.74E-01	0.071142852
1135	0.303320765	2.32E-01	3.74E-01	7.12E-02
1136	0.30350399	2.32E-01	3.75E-01	0.071218841
1137	0.303678304	2.32E-01	3.75E-01	7.13E-02
1138	0.303931534	2.33E-01	3.75E-01	0.071418859
1139	0.304214746	2.33E-01	3.76E-01	0.07159093
1140	0.304526836	2.33E-01	3.76E-01	0.071741521
1141	0.304831326	2.33E-01	3.77E-01	7.19E-02
1142	0.305219471	2.33E-01	3.77E-01	7.20E-02
1143	0.30565244	2.34E-01	3.78E-01	7.21E-02
1144	0.306128889	2.34E-01	3.78E-01	7.22E-02
1145	0.306576312	2.34E-01	3.79E-01	7.23E-02
1146	0.307001024	2.35E-01	3.79E-01	7.24E-02
1147	0.30743593	2.35E-01	3.80E-01	7.24E-02
1148	0.307856739	2.35E-01	3.80E-01	7.24E-02
1149	0.308303505	2.36E-01	3.81E-01	7.24E-02
1150	0.308692575	2.36E-01	3.81E-01	7.25E-02
1151	0.309017122	2.37E-01	3.82E-01	7.25E-02
1152	0.309342057	2.37E-01	3.82E-01	7.26E-02
1153	0.309691906	2.37E-01	3.82E-01	7.26E-02
1154	0.310008109	2.37E-01	3.83E-01	7.25E-02
1155	0.310231477	2.38E-01	3.83E-01	7.26E-02
1156	0.310438961	2.38E-01	3.83E-01	7.27E-02
1157	0.310818166	2.38E-01	3.84E-01	7.28E-02
1158	0.311121434	2.38E-01	3.84E-01	7.28E-02
1159	0.311303586	2.38E-01	3.84E-01	7.28E-02
1160	0.31141302	2.39E-01	3.84E-01	7.28E-02
1161	0.311611801	2.39E-01	3.84E-01	7.28E-02
1162	0.311836421	2.39E-01	3.85E-01	7.29E-02
1163	0.312115312	2.39E-01	3.85E-01	7.29E-02
1164	0.312371016	2.39E-01	3.85E-01	7.30E-02
1165	0.312592924	2.40E-01	3.86E-01	7.30E-02
1166	0.312825859	2.40E-01	3.86E-01	7.31E-02
1167	0.313081503	2.40E-01	3.86E-01	0.07314045
1168	0.313446045	2.40E-01	3.87E-01	7.32E-02
1169	0.31376186	2.40E-01	3.87E-01	0.073272169
1170	0.313969016	2.41E-01	3.87E-01	7.33E-02
1171	0.314150155	2.41E-01	3.87E-01	7.33E-02
1172	0.314378262	2.41E-01	3.88E-01	7.34E-02
1173	0.314636916	2.41E-01	3.88E-01	7.35E-02
1174	0.314915329	2.41E-01	3.88E-01	7.35E-02
1175	0.315192372	2.42E-01	3.89E-01	7.35E-02
1176	0.315506011	2.42E-01	3.89E-01	7.35E-02
1177	0.315855771	2.42E-01	3.89E-01	7.36E-02
1178	0.316137195	2.43E-01	3.90E-01	7.36E-02
1179	0.316403896	2.43E-01	3.90E-01	7.37E-02
1180	0.316694796	2.43E-01	3.90E-01	7.37E-02
1181	0.316996098	2.43E-01	3.91E-01	7.37E-02
1182	0.317279041	2.44E-01	3.91E-01	7.38E-02
1183	0.317600787	2.44E-01	3.91E-01	7.38E-02
1184	0.317889333	2.44E-01	3.92E-01	7.38E-02
1185	0.318149269	2.44E-01	3.92E-01	0.073820449
1186	0.318462372	2.45E-01	3.92E-01	7.38E-02
1187	0.31876421	2.45E-01	3.93E-01	7.38E-02
1188	0.319043905	2.45E-01	3.93E-01	7.39E-02
1189	0.319275945	2.45E-01	3.93E-01	7.40E-02
1190	0.319494337	2.45E-01	3.94E-01	7.40E-02
1191	0.319690019	2.46E-01	3.94E-01	7.40E-02
1192	0.31992349	2.46E-01	3.94E-01	7.39E-02
1193	0.320183128	2.46E-01	3.94E-01	7.40E-02
1194	0.320409417	2.46E-01	3.95E-01	7.41E-02
1195	0.320699185	2.47E-01	3.95E-01	7.41E-02
1196	0.320954531	2.47E-01	3.95E-01	0.074160062
1197	0.321238488	2.47E-01	3.95E-01	7.42E-02
1198	0.321536899	2.47E-01	3.96E-01	7.42E-02
1199	0.321931928	2.48E-01	3.96E-01	7.43E-02
1200	0.322345942	2.48E-01	3.97E-01	7.44E-02
1201	0.322674751	2.48E-01	3.97E-01	7.44E-02
1202	0.322967768	2.49E-01	3.97E-01	7.44E-02
1203	0.323246986	2.49E-01	3.98E-01	0.07443618
1204	0.323450714	2.49E-01	3.98E-01	7.45E-02
1205	0.323720276	2.49E-01	3.98E-01	7.45E-02
1206	0.324031264	2.49E-01	3.99E-01	7.46E-02
1207	0.324385136	2.50E-01	3.99E-01	7.46E-02
1208	0.324710101	2.50E-01	3.99E-01	7.47E-02
1209	0.325061649	2.50E-01	4.00E-01	7.47E-02
1210	0.325365603	2.51E-01	4.00E-01	7.47E-02
1211	0.325684607	2.51E-01	4.00E-01	7.46E-02
1212	0.325931013	2.51E-01	4.01E-01	7.47E-02
1213	0.326174587	2.51E-01	4.01E-01	7.47E-02
1214	0.326451302	2.52E-01	4.01E-01	7.47E-02
1215	0.326726794	2.52E-01	4.01E-01	7.47E-02
1216	0.327028602	2.52E-01	4.02E-01	7.48E-02
1217	0.327328503	2.52E-01	4.02E-01	7.49E-02
1218	0.327564806	2.53E-01	4.02E-01	7.49E-02
1219	0.327784061	2.53E-01	4.03E-01	7.48E-02
1220	0.327979177	2.53E-01	4.03E-01	7.49E-02
1221	0.328168869	2.53E-01	4.03E-01	0.074888289
1222	0.328383088	2.53E-01	4.03E-01	7.49E-02
1223	0.32865566	2.54E-01	4.04E-01	7.50E-02
1224	0.328820527	2.54E-01	4.04E-01	7.50E-02
1225	0.328901917	2.54E-01	4.04E-01	7.49E-02
1226	0.329063863	2.54E-01	4.04E-01	7.49E-02
1227	0.329206944	2.54E-01	4.04E-01	7.49E-02
1228	0.32942462	2.55E-01	4.04E-01	7.49E-02
1229	0.329719126	2.55E-01	4.05E-01	7.49E-02
1230	0.330019206	2.55E-01	4.05E-01	7.50E-02
1231	0.330224127	2.55E-01	4.05E-01	7.50E-02
1232	0.330491304	2.55E-01	4.06E-01	7.51E-02
1233	0.330837518	2.56E-01	4.06E-01	7.51E-02
1234	0.331128746	2.56E-01	4.06E-01	7.51E-02
1235	0.331333905	2.56E-01	4.06E-01	7.51E-02
1236	0.33151406	2.56E-01	4.07E-01	0.075080931
1237	0.331898689	2.57E-01	4.07E-01	7.52E-02
1238	0.332258046	2.57E-01	4.08E-01	7.53E-02
1239	0.332505465	2.57E-01	4.08E-01	7.52E-02
1240	0.332740963	2.58E-01	4.08E-01	7.52E-02
1241	0.333064348	2.58E-01	4.08E-01	7.53E-02
1242	0.333366394	2.58E-01	4.09E-01	7.53E-02
1243	0.333664984	2.58E-01	4.09E-01	7.54E-02
1244	0.333951354	2.59E-01	4.09E-01	7.54E-02
1245	0.33431676	2.59E-01	4.10E-01	7.55E-02
1246	0.334669709	2.59E-01	4.10E-01	7.55E-02
1247	0.335054934	2.59E-01	4.11E-01	7.56E-02
1248	0.335424393	2.60E-01	4.11E-01	0.075651154
1249	0.335785419	2.60E-01	4.11E-01	7.57E-02
1250	0.33611533	2.60E-01	4.12E-01	7.57E-02
1251	0.336455673	2.61E-01	4.12E-01	7.57E-02
1252	0.336737603	2.61E-01	4.13E-01	7.58E-02
1253	0.337033778	2.61E-01	4.13E-01	7.58E-02
1254	0.337381631	2.61E-01	4.13E-01	7.59E-02
1255	0.337653428	2.62E-01	4.14E-01	7.59E-02
1256	0.337882638	2.62E-01	4.14E-01	7.60E-02
1257	0.338085353	2.62E-01	4.14E-01	7.60E-02
1258	0.338384032	2.62E-01	4.14E-01	7.60E-02
1259	0.338690817	2.63E-01	4.15E-01	7.60E-02
1260	0.339115381	2.63E-01	4.15E-01	7.61E-02
1261	0.339567602	2.63E-01	4.16E-01	7.62E-02
1262	0.339904428	2.64E-01	4.16E-01	7.62E-02
1263	0.340211898	2.64E-01	4.16E-01	7.62E-02
1264	0.340518922	2.64E-01	4.17E-01	0.076247938
1265	0.340847641	2.65E-01	4.17E-01	7.63E-02
1266	0.341223538	2.65E-01	4.18E-01	7.64E-02
1267	0.341577977	2.65E-01	4.18E-01	7.64E-02
1268	0.341970623	2.66E-01	4.18E-01	7.64E-02
1269	0.342320234	2.66E-01	4.19E-01	0.076417089
1270	0.342672795	2.66E-01	4.19E-01	7.64E-02
1271	0.342970163	2.67E-01	4.19E-01	0.076345332
1272	0.343306243	2.67E-01	4.20E-01	7.63E-02
1273	0.343727708	2.67E-01	4.20E-01	0.076465979
1274	0.344041258	2.68E-01	4.21E-01	7.65E-02
1275	0.344241083	2.68E-01	4.21E-01	7.65E-02
1276	0.344452202	2.68E-01	4.21E-01	7.65E-02
1277	0.344779193	2.68E-01	4.21E-01	7.66E-02
1278	0.345057964	2.68E-01	4.22E-01	7.67E-02
1279	0.345440775	2.69E-01	4.22E-01	7.68E-02
1280	0.345782608	2.69E-01	4.23E-01	7.68E-02
1281	0.346159041	2.69E-01	4.23E-01	7.69E-02
1282	0.346503317	2.70E-01	4.23E-01	7.69E-02
1283	0.346893579	2.70E-01	4.24E-01	7.70E-02
1284	0.347248167	2.70E-01	4.24E-01	7.71E-02
1285	0.347646981	2.70E-01	4.25E-01	7.72E-02
1286	0.348048657	2.71E-01	4.25E-01	0.077211507
1287	0.348395228	2.71E-01	4.26E-01	7.73E-02
1288	0.348768413	2.71E-01	4.26E-01	7.74E-02
1289	0.349175662	2.72E-01	4.27E-01	7.75E-02
1290	0.349534243	2.72E-01	4.27E-01	7.76E-02
1291	0.349909514	2.72E-01	4.28E-01	7.77E-02
1292	0.350321501	2.73E-01	4.28E-01	7.78E-02
1293	0.350734651	2.73E-01	4.29E-01	7.79E-02
1294	0.351119041	2.73E-01	4.29E-01	7.80E-02
1295	0.351448327	2.73E-01	4.30E-01	7.81E-02
1296	0.351726085	2.74E-01	4.30E-01	7.82E-02
1297	0.351990551	2.74E-01	4.30E-01	7.82E-02
1298	0.35239464	2.74E-01	4.31E-01	7.83E-02
1299	0.352810889	2.74E-01	4.31E-01	7.84E-02
1300	0.353107214	2.75E-01	4.32E-01	7.85E-02
