Wavelength	cheat.mn	std-	std+	cheat.st
1762	0.29489857	2.59E-01	3.31E-01	3.63E-02
1763	0.294564486	2.58E-01	3.31E-01	3.61E-02
1764	0.294265836	2.58E-01	3.30E-01	3.59E-02
1765	0.294207186	2.58E-01	3.30E-01	3.60E-02
1766	0.294268996	2.58E-01	3.30E-01	3.60E-02
1767	0.294446617	2.58E-01	3.31E-01	3.62E-02
1768	0.294577181	2.58E-01	3.31E-01	3.63E-02
1769	0.294597805	2.58E-01	3.31E-01	3.63E-02
1770	0.294591874	2.58E-01	3.31E-01	3.63E-02
1771	0.294689327	2.58E-01	3.31E-01	3.62E-02
1772	0.294882745	2.59E-01	3.31E-01	3.63E-02
1773	0.295015156	2.59E-01	3.31E-01	0.03634822
1774	0.295124412	2.59E-01	3.31E-01	0.03628746
1775	0.295204073	2.59E-01	3.31E-01	3.62E-02
1776	0.295043349	2.59E-01	3.31E-01	3.62E-02
1777	0.294831365	2.58E-01	3.31E-01	3.63E-02
1778	0.294931233	2.59E-01	3.31E-01	3.63E-02
1779	0.295095891	2.59E-01	3.31E-01	3.62E-02
1780	0.295250297	2.59E-01	3.32E-01	3.63E-02
1781	0.295421481	2.59E-01	3.32E-01	3.62E-02
1782	0.295660853	2.59E-01	3.32E-01	3.64E-02
1783	0.295918822	2.59E-01	3.33E-01	3.68E-02
1784	0.295843571	2.59E-01	3.33E-01	3.68E-02
1785	0.295661062	2.59E-01	3.32E-01	3.67E-02
1786	0.295838237	2.59E-01	3.32E-01	3.66E-02
1787	0.296094805	2.60E-01	3.33E-01	0.036454726
1788	0.296325177	2.60E-01	3.33E-01	3.65E-02
1789	0.29646644	2.60E-01	3.33E-01	0.036638081
1790	0.296366543	2.60E-01	3.33E-01	3.67E-02
1791	0.296357363	2.60E-01	3.33E-01	0.036677822
1792	0.29663986	2.60E-01	3.33E-01	3.67E-02
1793	0.296908319	2.60E-01	3.34E-01	3.68E-02
1794	0.297366083	2.61E-01	3.34E-01	0.036808867
1795	0.297771364	2.61E-01	3.35E-01	3.69E-02
1796	0.297602773	2.61E-01	3.34E-01	3.68E-02
1797	0.297417581	2.61E-01	3.34E-01	3.68E-02
1798	0.297216028	2.60E-01	3.34E-01	3.73E-02
1799	0.297215462	2.60E-01	3.35E-01	3.75E-02
1800	0.297692537	2.60E-01	3.35E-01	3.73E-02
1801	0.294804871	2.59E-01	3.30E-01	3.56E-02
1802	0.295847446	2.59E-01	3.33E-01	3.73E-02
1803	0.292527765	2.58E-01	3.27E-01	3.48E-02
1804	0.291400671	2.56E-01	3.27E-01	3.55E-02
1805	0.289717466	2.52E-01	3.27E-01	3.72E-02
1806	0.279934675	2.35E-01	3.24E-01	4.45E-02
1807	0.257027715	2.12E-01	3.02E-01	4.54E-02
1808	0.249154568	2.04E-01	2.94E-01	4.51E-02
1809	0.253908336	2.12E-01	2.96E-01	0.041909222
1810	0.255503625	2.19E-01	2.92E-01	3.68E-02
1811	0.260264963	2.26E-01	2.95E-01	3.44E-02
1812	0.263714612	2.20E-01	3.07E-01	4.37E-02
1813	0.257769138	2.01E-01	3.14E-01	5.63E-02
1814	0.239198595	1.78E-01	3.00E-01	6.08E-02
1815	0.225377977	1.47E-01	3.04E-01	7.84E-02
1816	0.23360604	1.37E-01	3.30E-01	9.69E-02
1817	0.251286119	1.12E-01	3.91E-01	0.139580429
1818	0.284778267	1.08E-01	4.62E-01	0.177002564
1819	0.314823925	1.38E-01	4.92E-01	0.176762849
1820	0.334679663	1.72E-01	4.97E-01	0.162462592
1821	0.322347611	1.66E-01	4.78E-01	0.155928701
1822	0.29003337	1.47E-01	4.33E-01	0.143347174
1823	0.256029546	1.64E-01	3.48E-01	9.19E-02
1824	0.237801909	1.32E-01	3.43E-01	0.105510473
1825	0.241768256	1.25E-01	3.58E-01	0.116272517
1826	0.261970937	7.67E-02	4.47E-01	0.185295463
1827	0.257189333	4.53E-02	4.69E-01	0.21193485
1828	0.25474143	5.13E-02	4.58E-01	0.203411549
1829	0.28538087	6.88E-02	5.02E-01	0.216622517
1830	0.336593032	1.05E-01	5.68E-01	0.231585115
1831	0.345768064	1.51E-01	5.41E-01	0.195048884
1832	0.310200781	1.18E-01	5.03E-01	0.192356989
1833	0.32962203	6.24E-02	5.97E-01	0.267190725
1834	0.371558577	9.58E-02	6.47E-01	0.275747567
1835	0.40276742	9.12E-02	7.14E-01	0.311617136
1836	0.688510597	1.04E-01	1.27E+00	0.584626138
1837	1.509709239	2.98E-01	2.72E+00	1.212058187
1838	1.700778008	4.68E-01	2.93E+00	1.232551813
1839	1.203463674	3.12E-01	2.10E+00	0.891541243
1840	1.262101412	3.77E-01	2.15E+00	0.885154843
1841	1.771451354	4.05E-01	3.14E+00	1.366391182
1842	1.070472836	2.73E-01	1.87E+00	0.797760189
1843	0.653774798	2.05E-01	1.10E+00	0.449151337
1844	0.548711479	2.38E-01	8.59E-01	0.310400605
1845	0.372521013	1.56E-01	5.89E-01	0.216793999
1846	0.303358585	1.17E-01	4.90E-01	0.186279789
1847	0.352393746	1.49E-01	5.55E-01	0.203101635
1848	0.508676171	2.00E-01	8.18E-01	0.308877259
1849	0.894676983	3.06E-01	1.48E+00	0.588890016
1850	1.81751132	5.10E-01	3.12E+00	1.307486057
1851	1.32177043	3.30E-01	2.31E+00	0.9920187
1852	0.777682424	1.10E-01	1.44E+00	0.667268872
1853	0.676333427	1.20E-02	1.34E+00	0.664371192
1854	0.485836059	-7.02E-03	9.79E-01	0.492852896
1855	0.35169217	-7.63E-02	7.80E-01	0.428020746
1856	0.406394213	-3.12E-02	8.44E-01	0.437625706
1857	0.694488943	1.89E-02	1.37E+00	0.6755808
1858	0.805475771	7.16E-02	1.54E+00	0.733865738
1859	0.427179635	1.62E-02	8.38E-01	0.410960972
1860	0.333907664	4.08E-02	6.27E-01	0.293096513
1861	0.521397114	8.93E-02	9.53E-01	0.432055503
1862	1.247352839	2.98E-01	2.20E+00	0.949364007
1863	1.144358873	2.73E-01	2.02E+00	0.871010363
1864	0.834787011	1.00E-01	1.57E+00	0.734784544
1865	0.618902087	1.07E-01	1.13E+00	0.51226908
1866	0.555732548	9.73E-02	1.01E+00	0.458427995
1867	0.697530568	1.54E-01	1.24E+00	0.543190718
1868	0.938463449	2.49E-01	1.63E+00	0.689643502
1869	1.04265523	3.22E-01	1.76E+00	0.720180333
1870	0.845101774	2.35E-01	1.45E+00	0.609718025
1871	0.573704004	1.60E-01	9.87E-01	0.413793594
1872	0.541267455	1.89E-01	8.94E-01	0.352738053
1873	0.563937664	1.91E-01	9.37E-01	0.373218626
1874	0.482515872	1.78E-01	7.87E-01	0.304551214
1875	0.398312539	1.03E-01	6.94E-01	0.295565873
1876	0.452407509	2.51E-02	8.80E-01	0.427260786
1877	0.70818162	-1.33E-01	1.55E+00	0.840698123
1878	0.813783467	1.77E-02	1.61E+00	0.79608357
1879	0.751424313	1.67E-01	1.34E+00	0.584707856
1880	0.645679891	1.87E-01	1.10E+00	0.4591088
1881	0.647473395	2.42E-01	1.05E+00	0.405293763
1882	0.727988601	2.76E-01	1.18E+00	0.45159632
1883	0.696986735	2.31E-01	1.16E+00	0.46562773
1884	0.620440543	1.47E-01	1.09E+00	0.473156393
1885	0.482001245	1.17E-01	8.47E-01	0.365046024
1886	0.377448946	1.07E-01	6.48E-01	0.270480543
1887	0.328225553	1.03E-01	5.54E-01	0.225612402
1888	0.27070418	7.29E-02	4.68E-01	0.197779059
1889	0.244830459	4.40E-02	4.46E-01	0.200827897
1890	0.274457544	4.83E-02	5.01E-01	0.226170495
1891	0.29131335	2.57E-02	5.57E-01	0.265612006
1892	0.288254499	5.08E-02	5.26E-01	0.237453267
1893	0.291570276	4.71E-02	5.36E-01	0.244505584
1894	0.300349712	8.49E-02	5.16E-01	0.215414688
1895	0.302845031	1.11E-01	4.94E-01	0.191371143
1896	0.361575127	1.70E-01	5.53E-01	0.19140473
1897	0.462122351	1.55E-01	7.69E-01	0.306842715
1898	0.58808589	2.28E-01	9.48E-01	0.359889209
1899	0.66021961	3.06E-01	1.01E+00	0.354374141
1900	0.701663971	2.13E-01	1.19E+00	0.488328457
1901	0.818468928	2.49E-01	1.39E+00	0.569351196
1902	0.991336346	9.74E-02	1.89E+00	0.893929482
1903	0.730115831	2.25E-01	1.24E+00	0.505507231
1904	0.527933896	9.10E-02	9.65E-01	0.436953187
1905	0.554636955	1.91E-01	9.19E-01	0.363900572
1906	0.677861631	2.89E-01	1.07E+00	0.388736695
1907	0.709303856	2.93E-01	1.13E+00	0.416589141
1908	0.640344918	1.68E-01	1.11E+00	0.472616792
1909	0.579908669	7.18E-02	1.09E+00	0.508139431
1910	0.528217137	6.79E-02	9.89E-01	0.460320055
1911	0.466543019	-3.67E-02	9.70E-01	0.503267705
1912	0.38853842	4.03E-02	7.37E-01	0.348231137
1913	0.335213155	-4.63E-02	7.17E-01	0.381521314
1914	0.381809294	6.50E-02	6.99E-01	0.316795051
1915	0.421260804	8.04E-02	7.62E-01	0.340846598
1916	0.351144612	1.28E-01	5.74E-01	0.222812235
1917	0.302642971	1.42E-01	4.63E-01	0.160363287
1918	0.287083149	1.35E-01	4.39E-01	0.15217483
1919	0.276721299	1.27E-01	4.27E-01	0.149846628
1920	0.270484865	8.64E-02	4.55E-01	0.184117302
1921	0.288810045	9.28E-02	4.85E-01	0.196034893
1922	0.312583983	7.98E-02	5.45E-01	0.232755974
1923	0.357633144	1.52E-01	5.64E-01	0.205916226
1924	0.398051769	1.20E-01	6.76E-01	0.278389513
1925	0.300387979	1.11E-01	4.90E-01	0.189506933
1926	0.225103423	8.96E-02	3.61E-01	0.135509863
1927	0.196275085	1.00E-01	2.93E-01	9.63E-02
1928	0.194171399	1.17E-01	2.72E-01	7.74E-02
1929	0.192360222	1.08E-01	2.77E-01	8.48E-02
1930	0.182854384	1.10E-01	2.56E-01	7.28E-02
1931	0.17741327	9.80E-02	2.57E-01	7.94E-02
1932	0.191558853	1.04E-01	2.79E-01	8.72E-02
1933	0.204362929	1.03E-01	3.06E-01	0.10156583
1934	0.185038745	1.05E-01	2.65E-01	8.04E-02
1935	0.166582495	9.30E-02	2.40E-01	7.36E-02
1936	0.16134581	9.56E-02	2.27E-01	0.065776527
1937	0.161041006	1.03E-01	2.19E-01	0.057900783
1938	0.163113624	1.12E-01	2.14E-01	5.09E-02
1939	0.168015271	1.24E-01	2.12E-01	4.42E-02
1940	0.174469262	1.33E-01	2.16E-01	0.041848399
1941	0.188001603	1.46E-01	2.30E-01	4.22E-02
1942	0.199125856	1.55E-01	2.43E-01	4.36E-02
1943	0.192846835	1.52E-01	2.34E-01	0.041246697
1944	0.187165514	1.45E-01	2.30E-01	4.25E-02
1945	0.183702335	1.43E-01	2.24E-01	0.04030738
1946	0.180803433	1.37E-01	2.25E-01	4.41E-02
1947	0.180039436	1.35E-01	2.25E-01	4.54E-02
1948	0.180460572	1.37E-01	2.24E-01	4.38E-02
1949	0.180342987	1.38E-01	2.23E-01	4.24E-02
1950	0.17944403	1.38E-01	2.20E-01	0.041052271
1951	0.179181367	1.39E-01	2.20E-01	4.06E-02
1952	0.181803286	1.45E-01	2.18E-01	3.65E-02
1953	0.184159905	1.50E-01	2.18E-01	3.41E-02
1954	0.183541447	1.50E-01	2.17E-01	0.033872914
1955	0.182883814	1.47E-01	2.18E-01	3.55E-02
1956	0.178965002	1.45E-01	2.13E-01	3.43E-02
1957	0.17465122	1.41E-01	2.08E-01	3.35E-02
1958	0.172426999	1.39E-01	2.06E-01	3.38E-02
1959	0.171649918	1.37E-01	2.06E-01	3.48E-02
1960	0.172409594	1.37E-01	2.08E-01	3.56E-02
1961	0.175450638	1.39E-01	2.11E-01	3.60E-02
1962	0.178264797	1.42E-01	2.15E-01	3.67E-02
1963	0.182167962	1.44E-01	2.20E-01	3.78E-02
1964	0.185520768	1.47E-01	2.25E-01	3.90E-02
1965	0.186375439	1.48E-01	2.25E-01	3.87E-02
1966	0.186951265	1.48E-01	2.26E-01	3.88E-02
1967	0.187652022	1.49E-01	2.26E-01	3.87E-02
1968	0.188258991	1.50E-01	2.27E-01	3.86E-02
1969	0.188343734	1.50E-01	2.27E-01	0.038264088
1970	0.188187122	1.51E-01	2.26E-01	3.77E-02
1971	0.188657746	1.52E-01	2.26E-01	3.71E-02
1972	0.190238178	1.54E-01	2.27E-01	3.66E-02
1973	0.191578209	1.55E-01	2.28E-01	3.63E-02
1974	0.192178547	1.56E-01	2.28E-01	3.63E-02
1975	0.192708552	1.56E-01	2.29E-01	3.64E-02
1976	0.193587631	1.56E-01	2.31E-01	3.72E-02
1977	0.194423527	1.56E-01	2.32E-01	0.038068626
1978	0.195195779	1.57E-01	2.33E-01	3.80E-02
1979	0.195842654	1.58E-01	2.33E-01	3.76E-02
1980	0.196380511	1.59E-01	2.34E-01	3.73E-02
1981	0.19696866	1.60E-01	2.34E-01	3.71E-02
1982	0.197841436	1.61E-01	2.35E-01	3.71E-02
1983	0.199511155	1.62E-01	2.37E-01	3.74E-02
1984	0.201158449	1.63E-01	2.39E-01	3.78E-02
1985	0.202808574	1.65E-01	2.41E-01	3.82E-02
1986	0.204420552	1.66E-01	2.43E-01	3.86E-02
1987	0.206138611	1.68E-01	2.45E-01	3.85E-02
1988	0.20789279	1.70E-01	2.46E-01	0.038343757
1989	0.20781292	1.70E-01	2.46E-01	0.038210753
1990	0.207009703	1.69E-01	2.45E-01	0.038065892
1991	0.207030073	1.69E-01	2.45E-01	3.81E-02
1992	0.20778966	1.69E-01	2.46E-01	0.038375299
1993	0.208309308	1.70E-01	2.47E-01	3.88E-02
1994	0.208570883	1.69E-01	2.48E-01	3.93E-02
1995	0.208873421	1.69E-01	2.49E-01	3.99E-02
1996	0.208554968	1.69E-01	2.48E-01	3.98E-02
1997	0.208184883	1.69E-01	2.48E-01	3.96E-02
1998	0.209045961	1.70E-01	2.48E-01	3.91E-02
1999	0.210279047	1.72E-01	2.49E-01	3.86E-02
2000	0.211484745	1.73E-01	2.50E-01	3.86E-02
2001	0.212639302	1.74E-01	2.52E-01	3.89E-02
2002	0.212709635	1.75E-01	2.51E-01	3.81E-02
2003	0.211969346	1.75E-01	2.49E-01	3.70E-02
2004	0.211963147	1.75E-01	2.49E-01	3.66E-02
2005	0.213756293	1.76E-01	2.51E-01	3.76E-02
2006	0.216052249	1.77E-01	2.55E-01	3.87E-02
2007	0.217889488	1.79E-01	2.56E-01	3.84E-02
2008	0.219496429	1.81E-01	2.58E-01	3.86E-02
2009	0.219362676	1.81E-01	2.58E-01	3.86E-02
2010	0.219180077	1.81E-01	2.58E-01	3.87E-02
2011	0.219311178	1.81E-01	2.58E-01	3.82E-02
2012	0.219816327	1.82E-01	2.58E-01	3.80E-02
2013	0.220176443	1.83E-01	2.57E-01	3.72E-02
2014	0.220416754	1.84E-01	2.57E-01	0.036314745
2015	0.220559075	1.85E-01	2.56E-01	3.54E-02
2016	0.220297039	1.86E-01	2.54E-01	3.42E-02
2017	0.219341218	1.86E-01	2.53E-01	3.34E-02
2018	0.216977939	1.84E-01	2.50E-01	3.33E-02
2019	0.215187162	1.82E-01	2.49E-01	3.34E-02
2020	0.213520393	1.79E-01	2.48E-01	3.48E-02
2021	0.211997047	1.76E-01	2.48E-01	3.61E-02
2022	0.211678997	1.75E-01	2.48E-01	3.65E-02
2023	0.211780593	1.75E-01	2.48E-01	3.67E-02
2024	0.211892933	1.76E-01	2.48E-01	3.60E-02
2025	0.211895362	1.77E-01	2.47E-01	3.53E-02
2026	0.211597696	1.77E-01	2.46E-01	3.48E-02
2027	0.211383641	1.77E-01	2.46E-01	3.46E-02
2028	0.211189777	1.77E-01	2.46E-01	3.45E-02
2029	0.210907847	1.76E-01	2.46E-01	3.46E-02
2030	0.21056217	1.76E-01	2.45E-01	3.47E-02
2031	0.209818751	1.76E-01	2.44E-01	3.42E-02
2032	0.209016472	1.75E-01	2.43E-01	3.37E-02
2033	0.207385898	1.74E-01	2.41E-01	3.34E-02
2034	0.205708712	1.73E-01	2.39E-01	0.033120546
2035	0.204812199	1.72E-01	2.38E-01	3.31E-02
2036	0.204048455	1.71E-01	2.37E-01	3.30E-02
2037	0.203235388	1.71E-01	2.36E-01	0.032605704
2038	0.202590406	1.70E-01	2.35E-01	3.22E-02
2039	0.201900616	1.70E-01	2.34E-01	3.20E-02
2040	0.200908765	1.69E-01	2.33E-01	3.18E-02
2041	0.200064987	1.69E-01	2.31E-01	3.13E-02
2042	0.199237376	1.69E-01	2.30E-01	3.04E-02
2043	0.198240757	1.69E-01	2.28E-01	2.95E-02
2044	0.197278842	1.68E-01	2.26E-01	2.89E-02
2045	0.196298987	1.68E-01	2.25E-01	2.84E-02
2046	0.195347607	1.67E-01	2.24E-01	2.84E-02
2047	0.194413349	1.66E-01	2.23E-01	2.84E-02
2048	0.193712369	1.65E-01	2.23E-01	2.88E-02
2049	0.193076059	1.64E-01	2.22E-01	2.92E-02
2050	0.192064196	1.63E-01	2.21E-01	2.89E-02
2051	0.19092533	1.63E-01	2.19E-01	2.84E-02
2052	0.189868718	1.62E-01	2.18E-01	2.78E-02
2053	0.188557625	1.61E-01	2.16E-01	2.71E-02
2054	0.187506258	1.61E-01	2.14E-01	2.67E-02
2055	0.18728523	1.60E-01	2.15E-01	2.76E-02
2056	0.187041819	1.59E-01	2.15E-01	2.84E-02
2057	0.186532825	1.58E-01	2.15E-01	2.81E-02
2058	0.185952649	1.58E-01	2.14E-01	2.77E-02
2059	0.185678467	1.58E-01	2.13E-01	2.73E-02
2060	0.185627297	1.59E-01	2.13E-01	2.71E-02
2061	0.184297934	1.57E-01	2.11E-01	2.69E-02
2062	0.182302594	1.56E-01	2.09E-01	2.66E-02
2063	0.180594563	1.54E-01	2.08E-01	2.71E-02
2064	0.179061398	1.51E-01	2.07E-01	2.79E-02
2065	0.177952468	1.50E-01	2.06E-01	2.82E-02
2066	0.177543908	1.50E-01	2.05E-01	2.79E-02
2067	0.177120268	1.50E-01	2.05E-01	2.74E-02
2068	0.17720066	1.50E-01	2.04E-01	2.73E-02
2069	0.177266464	1.50E-01	2.05E-01	2.73E-02
2070	0.177047446	1.50E-01	2.04E-01	0.027299402
2071	0.176866755	1.50E-01	2.04E-01	2.73E-02
2072	0.176998883	1.50E-01	2.04E-01	2.70E-02
2073	0.177031934	1.50E-01	2.04E-01	2.66E-02
2074	0.176084712	1.50E-01	2.02E-01	2.64E-02
2075	0.174958363	1.49E-01	2.01E-01	2.61E-02
2076	0.174016595	1.48E-01	2.00E-01	2.61E-02
2077	0.173598632	1.47E-01	2.00E-01	2.65E-02
2078	0.172993392	1.46E-01	2.00E-01	2.65E-02
2079	0.17223835	1.46E-01	1.98E-01	2.59E-02
2080	0.17175433	1.46E-01	1.97E-01	2.54E-02
2081	0.1711642	1.46E-01	1.96E-01	2.48E-02
2082	0.170658007	1.46E-01	1.95E-01	2.44E-02
2083	0.170411199	1.46E-01	1.95E-01	2.42E-02
2084	0.170294926	1.46E-01	1.94E-01	2.40E-02
2085	0.170378089	1.46E-01	1.94E-01	2.41E-02
2086	0.170371518	1.46E-01	1.95E-01	2.42E-02
2087	0.17001237	1.46E-01	1.94E-01	2.40E-02
2088	0.169705078	1.46E-01	1.94E-01	2.38E-02
2089	0.169477284	1.45E-01	1.94E-01	2.41E-02
2090	0.169377625	1.45E-01	1.94E-01	2.46E-02
2091	0.16952607	1.45E-01	1.94E-01	2.49E-02
2092	0.169884548	1.45E-01	1.95E-01	2.54E-02
2093	0.170204625	1.45E-01	1.96E-01	2.57E-02
2094	0.170123354	1.45E-01	1.96E-01	2.56E-02
2095	0.170099676	1.45E-01	1.95E-01	2.53E-02
2096	0.170296162	1.45E-01	1.95E-01	2.49E-02
2097	0.170362309	1.46E-01	1.95E-01	0.024547741
2098	0.169917971	1.46E-01	1.94E-01	0.02437306
2099	0.169462711	1.45E-01	1.94E-01	2.42E-02
2100	0.16943492	1.45E-01	1.94E-01	2.41E-02
2101	0.169467717	1.45E-01	1.94E-01	2.42E-02
2102	0.169321522	1.45E-01	1.94E-01	2.42E-02
2103	0.169148862	1.45E-01	1.93E-01	2.41E-02
2104	0.169072509	1.45E-01	1.93E-01	2.41E-02
2105	0.169198453	1.45E-01	1.94E-01	2.45E-02
2106	0.169153631	1.44E-01	1.94E-01	2.50E-02
2107	0.168916464	1.44E-01	1.94E-01	2.51E-02
2108	0.168909207	1.44E-01	1.94E-01	2.52E-02
2109	0.169215649	1.44E-01	1.94E-01	2.51E-02
2110	0.169471875	1.44E-01	1.94E-01	2.50E-02
2111	0.169516549	1.44E-01	1.95E-01	2.51E-02
2112	0.169600785	1.44E-01	1.95E-01	2.51E-02
2113	0.170106694	1.45E-01	1.95E-01	2.49E-02
2114	0.170687094	1.46E-01	1.96E-01	2.48E-02
2115	0.170891255	1.46E-01	1.96E-01	2.50E-02
2116	0.171068236	1.46E-01	1.96E-01	2.50E-02
2117	0.17142871	1.46E-01	1.97E-01	2.51E-02
2118	0.171846479	1.47E-01	1.97E-01	2.52E-02
2119	0.172130361	1.47E-01	1.97E-01	2.49E-02
2120	0.172378123	1.48E-01	1.97E-01	2.45E-02
2121	0.172705591	1.48E-01	1.97E-01	2.44E-02
2122	0.173167631	1.49E-01	1.98E-01	2.44E-02
2123	0.173565581	1.49E-01	1.98E-01	2.44E-02
2124	0.173844814	1.50E-01	1.98E-01	2.43E-02
2125	0.174210429	1.50E-01	1.99E-01	2.43E-02
2126	0.174658567	1.50E-01	1.99E-01	2.44E-02
2127	0.175000355	1.50E-01	2.00E-01	2.46E-02
2128	0.175391436	1.50E-01	2.00E-01	2.49E-02
2129	0.175904885	1.51E-01	2.01E-01	2.53E-02
2130	0.176231608	1.50E-01	2.02E-01	2.59E-02
2131	0.176312879	1.50E-01	2.03E-01	2.65E-02
2132	0.176562697	1.50E-01	2.03E-01	2.65E-02
2133	0.176717728	1.50E-01	2.03E-01	2.65E-02
2134	0.176618487	1.50E-01	2.03E-01	2.66E-02
2135	0.176797003	1.50E-01	2.04E-01	0.026751148
2136	0.177264065	1.51E-01	2.04E-01	2.68E-02
2137	0.17780143	1.51E-01	2.04E-01	2.65E-02
2138	0.178316355	1.52E-01	2.05E-01	2.63E-02
2139	0.178827092	1.53E-01	2.05E-01	2.63E-02
2140	0.17933327	1.53E-01	2.06E-01	2.64E-02
2141	0.179794878	1.53E-01	2.07E-01	2.67E-02
2142	0.180109903	1.53E-01	2.07E-01	2.70E-02
2143	0.180188939	1.53E-01	2.07E-01	2.71E-02
2144	0.180362329	1.53E-01	2.07E-01	2.71E-02
2145	0.180853903	1.54E-01	2.08E-01	2.69E-02
2146	0.181327179	1.55E-01	2.08E-01	2.65E-02
2147	0.182112083	1.56E-01	2.09E-01	2.65E-02
2148	0.182934076	1.56E-01	2.10E-01	2.68E-02
2149	0.183301136	1.57E-01	2.10E-01	2.65E-02
2150	0.183619544	1.57E-01	2.10E-01	0.026362969
2151	0.183843046	1.58E-01	2.10E-01	2.63E-02
2152	0.184159666	1.58E-01	2.10E-01	2.62E-02
2153	0.184727758	1.58E-01	2.11E-01	2.63E-02
2154	0.185369104	1.59E-01	2.12E-01	2.64E-02
2155	0.186032802	1.59E-01	2.13E-01	2.67E-02
2156	0.186273217	1.59E-01	2.13E-01	2.68E-02
2157	0.186489195	1.60E-01	2.13E-01	2.69E-02
2158	0.186873287	1.60E-01	2.14E-01	0.027015908
2159	0.18728599	1.60E-01	2.14E-01	2.71E-02
2160	0.187760472	1.61E-01	2.15E-01	2.72E-02
2161	0.188274831	1.61E-01	2.15E-01	2.72E-02
2162	0.188325688	1.61E-01	2.15E-01	2.71E-02
2163	0.188210547	1.61E-01	2.15E-01	2.72E-02
2164	0.188780978	1.62E-01	2.16E-01	2.72E-02
2165	0.189468905	1.62E-01	2.16E-01	2.70E-02
2166	0.189765245	1.63E-01	2.17E-01	2.69E-02
2167	0.190017864	1.63E-01	2.17E-01	2.68E-02
2168	0.190456182	1.64E-01	2.17E-01	2.69E-02
2169	0.190784693	1.64E-01	2.17E-01	2.67E-02
2170	0.191463053	1.65E-01	2.18E-01	2.62E-02
2171	0.192366093	1.66E-01	2.19E-01	2.63E-02
2172	0.193016037	1.67E-01	2.19E-01	2.64E-02
2173	0.193412825	1.67E-01	2.20E-01	2.64E-02
2174	0.193763986	1.67E-01	2.20E-01	2.67E-02
2175	0.194026783	1.67E-01	2.21E-01	2.72E-02
2176	0.19435671	1.67E-01	2.22E-01	2.76E-02
2177	0.194708005	1.67E-01	2.23E-01	2.78E-02
2178	0.194983229	1.67E-01	2.23E-01	2.80E-02
2179	0.195174217	1.68E-01	2.23E-01	2.74E-02
2180	0.195428744	1.69E-01	2.22E-01	2.68E-02
2181	0.195442095	1.69E-01	2.22E-01	2.69E-02
2182	0.195085004	1.68E-01	2.22E-01	2.72E-02
2183	0.195392594	1.68E-01	2.23E-01	2.73E-02
2184	0.19629243	1.69E-01	2.24E-01	2.74E-02
2185	0.196629569	1.69E-01	2.24E-01	2.78E-02
2186	0.196483374	1.68E-01	2.25E-01	2.84E-02
2187	0.196533322	1.68E-01	2.25E-01	2.88E-02
2188	0.196801186	1.68E-01	2.25E-01	2.85E-02
2189	0.197297826	1.69E-01	2.26E-01	2.83E-02
2190	0.197841242	1.69E-01	2.26E-01	2.84E-02
2191	0.198229834	1.70E-01	2.27E-01	2.84E-02
2192	0.19883135	1.71E-01	2.27E-01	2.82E-02
2193	0.199590787	1.72E-01	2.28E-01	0.027982073
2194	0.200044885	1.72E-01	2.28E-01	2.80E-02
2195	0.200311393	1.72E-01	2.28E-01	2.82E-02
2196	0.200582728	1.72E-01	2.29E-01	2.83E-02
2197	0.201004177	1.73E-01	2.29E-01	2.85E-02
2198	0.201690257	1.73E-01	2.30E-01	2.85E-02
2199	0.202300444	1.74E-01	2.31E-01	2.83E-02
2200	0.202591956	1.74E-01	2.31E-01	2.84E-02
2201	0.202811182	1.74E-01	2.32E-01	2.89E-02
2202	0.202852294	1.74E-01	2.32E-01	2.91E-02
2203	0.203000307	1.74E-01	2.32E-01	2.89E-02
2204	0.203260079	1.75E-01	2.32E-01	2.86E-02
2205	0.203590065	1.75E-01	2.32E-01	2.87E-02
2206	0.203945443	1.75E-01	2.33E-01	2.88E-02
2207	0.203919649	1.75E-01	2.32E-01	2.85E-02
2208	0.203897715	1.76E-01	2.32E-01	2.80E-02
2209	0.203910708	1.76E-01	2.32E-01	2.79E-02
2210	0.204001769	1.76E-01	2.32E-01	2.81E-02
2211	0.203978926	1.76E-01	2.32E-01	2.84E-02
2212	0.203794152	1.75E-01	2.33E-01	2.87E-02
2213	0.203667372	1.75E-01	2.33E-01	2.91E-02
2214	0.203706712	1.74E-01	2.33E-01	2.94E-02
2215	0.204045668	1.75E-01	2.33E-01	2.92E-02
2216	0.204307362	1.75E-01	2.33E-01	2.90E-02
2217	0.203653201	1.75E-01	2.32E-01	2.88E-02
2218	0.20292668	1.74E-01	2.32E-01	2.87E-02
2219	0.202630132	1.74E-01	2.31E-01	2.86E-02
2220	0.202391446	1.74E-01	2.31E-01	2.85E-02
2221	0.202569336	1.74E-01	2.31E-01	0.028320175
2222	0.202951327	1.75E-01	2.31E-01	2.81E-02
2223	0.202554181	1.75E-01	2.30E-01	2.78E-02
2224	0.201441601	1.74E-01	2.29E-01	2.73E-02
2225	0.200580627	1.74E-01	2.28E-01	2.69E-02
2226	0.200149208	1.73E-01	2.27E-01	0.026740899
2227	0.199613139	1.73E-01	2.26E-01	2.67E-02
2228	0.198985845	1.72E-01	2.26E-01	2.66E-02
2229	0.198280215	1.72E-01	2.25E-01	2.67E-02
2230	0.197649434	1.71E-01	2.24E-01	0.026817437
2231	0.197075352	1.70E-01	2.24E-01	2.70E-02
